日付,トータル満足度,トータル所要時間,予定プラン,最適プラン,タイムスケジュール
2023-07-29,6529,669,"[1, 5, 4, 2, 4, 2, 2, 3, 5, 5, 4, 6, 1, 5, 5, 3, 5]","[1, 5, 4, 2, 4, 2, 3, 5, 4, 6, 1, 5, 3, 5]","[0, 30, 60, 120, 165, 225, 285, 300, 345, 405, 465, 555, 600, 660]"
2023-07-29,6575,667,"[3, 5, 5, 6, 4, 3, 2, 4, 2, 2, 6, 1, 4, 3, 6, 2]","[3, 5, 6, 4, 3, 2, 4, 2, 6, 1, 4, 3, 6, 2]","[0, 30, 45, 90, 105, 165, 225, 285, 345, 390, 480, 525, 585, 630]"
2023-07-29,6536,654,"[4, 5, 6, 3, 4, 4, 4, 2, 6, 7, 5, 6, 5, 6, 2, 4]","[4, 5, 6, 3, 4, 2, 6, 7, 5, 6, 5, 6, 2, 4]","[0, 30, 45, 90, 105, 165, 225, 285, 375, 420, 465, 525, 570, 630]"
2023-07-29,6532,666,"[0, 6, 6, 2, 4, 6, 6, 4, 4, 4, 3, 3, 7, 5, 6, 5, 2, 6, 5]","[0, 6, 2, 4, 6, 4, 3, 7, 5, 6, 5, 2, 6, 5]","[0, 30, 60, 135, 195, 255, 300, 330, 405, 435, 495, 540, 585, 645]"
2023-07-29,6608,663,"[4, 5, 6, 0, 2, 4, 5, 5, 5, 5, 2, 4, 7, 4, 1, 1, 7, 4]","[4, 5, 6, 0, 2, 4, 5, 2, 4, 7, 4, 1, 7, 4]","[0, 30, 45, 90, 105, 165, 210, 255, 315, 360, 435, 495, 585, 645]"
2023-07-29,6127,651,"[4, 5, 6, 5, 3, 7, 2, 4, 2, 0, 4, 3, 7, 7]","[4, 5, 6, 5, 3, 7, 2, 4, 2, 0, 4, 3, 7]","[0, 30, 45, 90, 105, 165, 240, 285, 345, 405, 495, 540, 600]"
2023-07-29,6576,675,"[2, 6, 7, 7, 4, 2, 3, 5, 7, 4, 5, 2, 3, 5, 4, 0, 1]","[2, 6, 7, 4, 2, 3, 5, 7, 4, 5, 2, 3, 5, 4]","[0, 30, 60, 120, 180, 240, 300, 345, 405, 465, 510, 570, 615, 660]"
2023-07-29,7018,668,"[1, 5, 6, 6, 3, 2, 4, 3, 5, 2, 6, 4, 3, 4, 2, 5, 5]","[1, 5, 6, 3, 2, 4, 3, 5, 2, 6, 4, 3, 4, 2, 5]","[0, 30, 60, 90, 105, 165, 210, 300, 330, 390, 450, 495, 570, 615, 660]"
2023-07-29,6114,662,"[0, 5, 4, 3, 5, 7, 5, 3, 2, 2, 7, 0, 2, 4]","[0, 5, 4, 3, 5, 7, 5, 3, 2, 7, 0, 2, 4]","[0, 30, 60, 120, 180, 225, 285, 330, 360, 405, 465, 570, 615]"
2023-07-29,6539,664,"[1, 6, 3, 5, 4, 6, 6, 3, 5, 2, 4, 6, 4, 7, 5, 0]","[1, 6, 3, 5, 4, 6, 3, 5, 2, 4, 6, 4, 7, 5]","[0, 30, 60, 135, 180, 225, 300, 315, 360, 390, 450, 510, 555, 645]"
