日付,lambda,トータル満足度,トータル所要時間,予定プラン,最適プラン,タイムスケジュール
2022-07-09,7,4228.0,486,"[6, 7, 7, 5, 4, 2, 4, 3, 4, 5]","[6, 7, 5, 4, 2, 4, 3, 4, 5]","[0, 45, 90, 150, 210, 285, 345, 360, 435]"
2022-07-09,5,4674.0,734,"[3, 6, 4, 1, 3, 5, 3, 3, 5, 3, 3, 3, 3, 0, 1, 4, 1, 1]","[3, 6, 4, 1, 3, 5, 3, 5, 3, 0]","[0, 30, 75, 135, 255, 345, 405, 480, 525, 615]"
2022-07-09,9,4259.0,749,"[7, 1, 4, 3, 4, 1, 6, 4, 7, 6, 1, 0, 4]","[7, 1, 4, 3, 4, 1, 6, 4, 7]","[0, 45, 195, 255, 330, 405, 540, 615, 675]"
2022-07-09,3,4697.0,732,"[3, 7, 6, 3, 6, 5, 4, 3, 2, 0, 2]","[3, 7, 6, 3, 6, 5, 4, 3, 2, 0]","[0, 30, 75, 135, 210, 285, 330, 405, 480, 585]"
2022-07-09,2,4212.0,733,"[1, 7, 6, 1, 5, 5, 5, 4, 6, 3, 7, 4, 2, 7, 2, 2, 7]","[1, 7, 6, 1, 5, 4, 6, 3, 7]","[0, 135, 210, 270, 390, 450, 510, 570, 660]"
2022-07-09,9,4700.0,706,"[6, 6, 3, 5, 5, 2, 7, 4, 7, 3, 2, 6, 6, 0, 2, 0, 3, 5]","[6, 3, 5, 2, 7, 4, 7, 3, 2, 6]","[0, 45, 120, 180, 270, 345, 420, 495, 585, 675]"
2022-07-09,5,4266.0,753,"[4, 6, 0, 3, 4, 4, 3, 4, 3, 2, 3, 2, 4, 1, 3, 7, 7, 2, 6, 5]","[4, 6, 0, 3, 4, 3, 4, 3, 2]","[0, 30, 75, 255, 330, 405, 480, 555, 645]"
2022-07-09,8,4685.0,713,"[6, 7, 5, 3, 4, 4, 5, 4, 4, 3, 2, 1, 1, 3, 0, 6]","[6, 7, 5, 3, 4, 5, 4, 3, 2, 1]","[0, 45, 90, 150, 225, 300, 345, 420, 495, 615]"
2022-07-09,5,5132.0,737,"[5, 7, 2, 7, 4, 5, 6, 3, 2, 6, 5, 4, 5, 1, 3, 6, 1]","[5, 7, 2, 7, 4, 5, 6, 3, 2, 6, 5]","[0, 30, 75, 180, 255, 315, 375, 465, 540, 660, 690]"
2022-07-09,5,5143.0,726,"[6, 7, 4, 6, 5, 2, 4, 6, 5, 4, 4, 1, 3, 2, 5, 5, 2, 3, 0, 7]","[6, 7, 4, 6, 5, 2, 4, 6, 5, 4, 1]","[0, 45, 90, 150, 210, 255, 360, 420, 495, 555, 615]"
