日付,lambda,トータル満足度,トータル所要時間,予定プラン,最適プラン,タイムスケジュール
2022-07-20,3,5179.0,383,"[2, 5, 3, 4, 3, 4, 2, 4, 2, 3, 5]","[2, 5, 3, 4, 3, 4, 2, 4, 2, 3, 5]","[0, 75, 105, 150, 165, 195, 225, 270, 300, 330, 375]"
2022-07-20,5,6549.0,544,"[5, 6, 0, 2, 3, 0, 4, 1, 5, 5, 3, 2, 5, 1, 4]","[5, 6, 0, 2, 3, 0, 4, 1, 5, 3, 2, 5, 1, 4]","[0, 30, 60, 135, 180, 210, 270, 300, 345, 375, 390, 435, 450, 525]"
2022-07-20,8,8013.0,626,"[7, 3, 5, 4, 1, 3, 4, 5, 4, 0, 2, 4, 3, 0, 4, 2, 5]","[7, 3, 5, 4, 1, 3, 4, 5, 4, 0, 2, 4, 3, 0, 4, 2, 5]","[0, 45, 105, 135, 150, 210, 255, 270, 300, 330, 390, 420, 465, 480, 540, 570, 615]"
2022-07-20,8,6615.0,622,"[3, 6, 2, 4, 2, 0, 3, 3, 3, 3, 3, 3, 7, 0, 2, 6, 3, 0, 3]","[3, 6, 2, 4, 2, 0, 3, 7, 0, 2, 6, 3, 0, 3]","[0, 45, 90, 135, 165, 210, 270, 300, 360, 420, 465, 525, 555, 600]"
2022-07-20,6,7089.0,623,"[4, 3, 5, 2, 7, 1, 4, 3, 7, 4, 0, 4, 7, 2, 5]","[4, 3, 5, 2, 7, 1, 4, 3, 7, 4, 0, 4, 7, 2, 5]","[0, 30, 75, 105, 150, 225, 285, 315, 345, 405, 435, 480, 510, 570, 615]"
2022-07-20,2,7530.0,657,"[6, 1, 4, 2, 4, 7, 0, 1, 4, 2, 3, 5, 7, 5, 2, 3]","[6, 1, 4, 2, 4, 7, 0, 1, 4, 2, 3, 5, 7, 5, 2, 3]","[0, 45, 105, 135, 180, 210, 270, 330, 390, 420, 465, 495, 510, 570, 600, 645]"
2022-07-20,3,6510.0,552,"[1, 4, 5, 1, 6, 1, 0, 3, 5, 3, 6, 5, 3, 1]","[1, 4, 5, 1, 6, 1, 0, 3, 5, 3, 6, 5, 3, 1]","[0, 30, 60, 90, 135, 210, 255, 315, 345, 360, 405, 450, 480, 495]"
2022-07-20,4,4729.0,379,"[3, 4, 0, 1, 3, 4, 0, 5, 0, 4]","[3, 4, 0, 1, 3, 4, 0, 5, 0, 4]","[0, 45, 75, 135, 180, 210, 240, 285, 315, 360]"
2022-07-20,7,7973.0,686,"[5, 5, 6, 6, 3, 4, 4, 0, 4, 0, 6, 3, 0, 4, 7, 6, 5, 3, 5, 3]","[5, 6, 3, 4, 0, 4, 0, 6, 3, 0, 4, 7, 6, 5, 3, 5, 3]","[0, 30, 60, 105, 135, 195, 210, 270, 345, 375, 420, 465, 525, 600, 615, 645, 660]"
2022-07-20,5,7443.0,619,"[5, 5, 3, 6, 4, 5, 6, 6, 7, 7, 2, 0, 5, 3, 1, 5, 2, 2, 5, 3]","[5, 3, 6, 4, 5, 6, 7, 2, 0, 5, 3, 1, 5, 2, 5, 3]","[0, 30, 75, 135, 150, 180, 255, 315, 345, 420, 435, 465, 510, 540, 570, 600]"
