日付,トータル満足度,トータル所要時間,予定プラン,最適プラン,タイムスケジュール
2022-07-18,7067,675,"[3, 3, 4, 4, 3, 2, 7, 6, 6, 4, 3, 5, 5, 5, 7, 3, 2, 5, 4, 3]","[3, 4, 3, 2, 7, 6, 4, 3, 5, 7, 3, 2, 5, 4, 3]","[0, 30, 75, 135, 195, 255, 315, 360, 405, 435, 495, 540, 615, 630, 660]"
2022-07-18,6590,669,"[7, 5, 3, 7, 4, 4, 1, 4, 2, 6, 6, 4, 4, 7, 4, 5, 6]","[7, 5, 3, 7, 4, 1, 4, 2, 6, 4, 7, 4, 5, 6]","[0, 45, 105, 165, 225, 255, 330, 390, 450, 510, 540, 600, 615, 645]"
2022-07-18,6615,662,"[6, 4, 6, 1, 4, 7, 4, 2, 4, 3, 4, 3, 6, 3]","[6, 4, 6, 1, 4, 7, 4, 2, 4, 3, 4, 3, 6, 3]","[0, 45, 105, 165, 240, 270, 330, 390, 450, 480, 525, 540, 585, 645]"
2022-07-18,7043,658,"[4, 5, 4, 2, 3, 2, 5, 2, 5, 4, 3, 4, 5, 4, 3, 3]","[4, 5, 4, 2, 3, 2, 5, 2, 5, 4, 3, 4, 5, 4, 3]","[0, 45, 90, 150, 210, 270, 330, 375, 435, 480, 510, 540, 570, 600, 630]"
2022-07-18,7022,662,"[3, 6, 5, 7, 6, 5, 5, 4, 2, 4, 1, 3, 4, 3, 5, 3]","[3, 6, 5, 7, 6, 5, 4, 2, 4, 1, 3, 4, 3, 5, 3]","[0, 30, 60, 120, 180, 255, 285, 330, 390, 435, 510, 540, 570, 615, 630]"
2022-07-18,7075,665,"[3, 7, 4, 2, 5, 6, 4, 4, 3, 4, 2, 3, 5, 5, 7, 4, 3]","[3, 7, 4, 2, 5, 6, 4, 3, 4, 2, 3, 5, 7, 4, 3]","[0, 30, 75, 135, 180, 225, 270, 315, 360, 405, 465, 525, 555, 615, 630]"
2022-07-18,7055,674,"[4, 6, 6, 5, 7, 3, 4, 5, 4, 5, 5, 7, 3, 2, 4, 2, 2, 3, 3, 0]","[4, 6, 5, 7, 3, 4, 5, 4, 5, 7, 3, 2, 4, 2, 3]","[0, 45, 90, 135, 195, 255, 285, 330, 375, 420, 480, 510, 570, 600, 660]"
2022-07-18,7041,667,"[3, 4, 7, 2, 2, 3, 5, 3, 4, 4, 4, 4, 6, 3, 4, 3, 5, 2, 5]","[3, 4, 7, 2, 3, 5, 3, 4, 6, 3, 4, 3, 5, 2, 5]","[0, 30, 75, 135, 195, 255, 285, 345, 390, 450, 495, 525, 570, 600, 645]"
2022-07-18,6943,674,"[5, 4, 5, 2, 5, 7, 5, 6, 4, 5, 5, 5, 6, 5, 3, 1, 6]","[5, 4, 5, 2, 5, 7, 5, 6, 4, 5, 6, 5, 3, 1, 6]","[0, 30, 75, 120, 180, 225, 285, 315, 390, 420, 450, 510, 555, 585, 645]"
2022-07-18,7026,643,"[3, 6, 5, 6, 7, 4, 4, 2, 4, 5, 4, 4, 3, 6, 3, 5, 4]","[3, 6, 5, 6, 7, 4, 2, 4, 5, 4, 3, 6, 3, 5, 4]","[0, 30, 60, 120, 180, 240, 270, 330, 375, 420, 450, 495, 555, 585, 630]"
