日付,トータル満足度,トータル所要時間,予定プラン,最適プラン,タイムスケジュール
2023-08-12,4692,673,"[4, 4, 6, 4, 5, 6, 4, 3, 6, 2, 3, 3]","[4, 6, 4, 5, 6, 4, 3, 6, 2, 3]","[0, 30, 75, 195, 240, 300, 375, 465, 525, 600]"
2023-08-12,4700,674,"[4, 4, 2, 6, 5, 2, 7, 5, 2, 4, 7]","[4, 2, 6, 5, 2, 7, 5, 2, 4, 7]","[0, 30, 120, 195, 255, 330, 405, 465, 555, 615]"
2023-08-12,4710,668,"[5, 4, 5, 7, 4, 7, 4, 5, 4, 7]","[5, 4, 5, 7, 4, 7, 4, 5, 4, 7]","[0, 30, 90, 165, 240, 315, 405, 480, 540, 615]"
2023-08-12,4685,668,"[5, 7, 6, 7, 6, 6, 6, 7, 4, 3, 5, 2]","[5, 7, 6, 7, 6, 7, 4, 3, 5, 2]","[0, 30, 90, 150, 225, 285, 375, 450, 555, 615]"
2023-08-12,4694,659,"[4, 6, 7, 7, 1, 1, 6, 7, 4, 7, 5, 6, 6]","[4, 6, 7, 1, 6, 7, 4, 7, 5, 6]","[0, 30, 75, 165, 255, 315, 405, 480, 540, 615]"
2023-08-12,4681,674,"[5, 4, 6, 4, 7, 6, 3, 2, 2, 3, 5]","[5, 4, 6, 4, 7, 6, 3, 2, 3, 5]","[0, 30, 90, 150, 225, 300, 375, 465, 555, 645]"
2023-08-12,5078,673,"[5, 6, 6, 5, 7, 5, 1, 1, 6, 6, 5, 4, 2, 5, 5]","[5, 6, 5, 7, 5, 1, 6, 5, 4, 2, 5]","[0, 30, 60, 135, 210, 270, 375, 450, 510, 585, 660]"
2023-08-12,4707,652,"[4, 7, 6, 7, 6, 5, 7, 4, 6, 7]","[4, 7, 6, 7, 6, 5, 7, 4, 6, 7]","[0, 30, 105, 165, 240, 300, 360, 450, 540, 600]"
2023-08-12,4696,667,"[5, 6, 6, 6, 7, 6, 4, 6, 6, 3, 2, 7, 4, 4]","[5, 6, 7, 6, 4, 6, 3, 2, 7, 4]","[0, 30, 60, 150, 210, 285, 360, 450, 525, 615]"
2023-08-12,4682,673,"[5, 6, 5, 4, 4, 3, 3, 4, 2, 7, 7, 2, 2, 6]","[5, 6, 5, 4, 3, 4, 2, 7, 2, 6]","[0, 30, 60, 135, 210, 330, 405, 480, 540, 615]"
