日付,トータル満足度,トータル所要時間,予定プラン,最適プラン,タイムスケジュール
2022-07-21,6589,660,"[2, 5, 6, 6, 3, 4, 3, 5, 5, 4, 2, 3, 4, 3, 7, 3]","[2, 5, 6, 3, 4, 3, 5, 4, 2, 3, 4, 3, 7, 3]","[0, 30, 75, 135, 150, 210, 270, 300, 360, 420, 480, 510, 555, 630]"
2022-07-21,6547,672,"[3, 6, 4, 4, 5, 4, 3, 4, 6, 6, 6, 5, 4, 5, 5, 2, 5, 4, 1]","[3, 6, 4, 5, 4, 3, 4, 6, 5, 4, 5, 2, 5, 4]","[0, 75, 135, 195, 240, 270, 330, 390, 450, 480, 525, 570, 630, 660]"
2022-07-21,7036,673,"[2, 2, 5, 4, 3, 5, 3, 4, 7, 0, 5, 3, 4, 1, 5, 4]","[2, 5, 4, 3, 5, 3, 4, 7, 0, 5, 3, 4, 1, 5, 4]","[0, 30, 75, 135, 150, 195, 240, 285, 345, 435, 465, 510, 540, 630, 660]"
2022-07-21,6592,672,"[2, 5, 6, 4, 3, 4, 3, 4, 4, 4, 2, 5, 1, 4, 3, 4, 4]","[2, 5, 6, 4, 3, 4, 3, 4, 2, 5, 1, 4, 3, 4]","[0, 30, 75, 135, 195, 225, 270, 330, 390, 450, 495, 585, 615, 645]"
2022-07-21,6560,670,"[2, 7, 3, 7, 5, 2, 5, 6, 7, 6, 5, 3, 7, 4]","[2, 7, 3, 7, 5, 2, 5, 6, 7, 6, 5, 3, 7, 4]","[0, 30, 75, 135, 195, 240, 300, 330, 390, 450, 510, 540, 600, 660]"
2022-07-21,6612,638,"[7, 6, 4, 3, 2, 7, 4, 3, 3, 4, 2, 2, 3, 4, 5, 5, 5, 6]","[7, 6, 4, 3, 2, 7, 4, 3, 4, 2, 3, 4, 5, 6]","[0, 45, 90, 150, 165, 225, 285, 330, 390, 420, 480, 510, 540, 570]"
2022-07-21,6566,661,"[2, 6, 4, 3, 3, 3, 2, 4, 4, 5, 3, 1, 4, 6, 1, 5, 4]","[2, 6, 4, 3, 2, 4, 5, 3, 1, 4, 6, 1, 5, 4]","[0, 30, 60, 120, 150, 195, 255, 300, 345, 420, 465, 525, 615, 645]"
2022-07-21,6570,658,"[2, 1, 3, 5, 5, 6, 4, 3, 5, 4, 4, 4, 2, 4, 5, 5, 4, 7]","[2, 1, 3, 5, 6, 4, 3, 5, 4, 2, 4, 5, 4, 7]","[0, 30, 150, 165, 210, 285, 315, 375, 405, 450, 510, 540, 570, 600]"
2022-07-21,6585,654,"[2, 3, 4, 4, 5, 3, 3, 4, 2, 4, 5, 7, 4, 6, 5, 4]","[2, 3, 4, 5, 3, 4, 2, 4, 5, 7, 4, 6, 5, 4]","[0, 30, 90, 150, 195, 240, 285, 345, 405, 435, 495, 540, 600, 630]"
2022-07-21,6585,671,"[6, 5, 4, 4, 4, 3, 4, 3, 6, 4, 1, 4, 3, 5, 4, 7]","[6, 5, 4, 3, 4, 3, 6, 4, 1, 4, 3, 5, 4, 7]","[0, 45, 105, 150, 180, 225, 285, 345, 390, 480, 510, 570, 600, 615]"
