日付,トータル満足度,トータル所要時間,予定プラン,最適プラン,タイムスケジュール
2023-08-25,5633,669,"[4, 5, 2, 5, 3, 3, 2, 0, 3, 5, 2, 7, 4]","[4, 5, 2, 5, 3, 2, 0, 3, 5, 2, 7, 4]","[0, 30, 60, 135, 150, 240, 285, 375, 465, 525, 570, 660]"
2023-08-25,6088,644,"[2, 7, 5, 6, 5, 2, 4, 5, 2, 4, 6, 2, 4]","[2, 7, 5, 6, 5, 2, 4, 5, 2, 4, 6, 2, 4]","[0, 30, 105, 120, 180, 195, 270, 315, 375, 435, 495, 540, 600]"
2023-08-25,5593,662,"[5, 6, 7, 6, 5, 3, 6, 3, 6, 3, 2, 2, 7]","[5, 6, 7, 6, 5, 3, 6, 3, 6, 3, 2, 7]","[0, 30, 60, 135, 195, 210, 285, 345, 435, 495, 555, 600]"
2023-08-25,5639,672,"[4, 2, 5, 6, 4, 2, 7, 5, 2, 3, 1, 4, 0]","[4, 2, 5, 6, 4, 2, 7, 5, 2, 3, 1, 4]","[0, 30, 105, 120, 165, 240, 300, 375, 435, 495, 570, 660]"
2023-08-25,5655,667,"[4, 7, 5, 4, 2, 4, 6, 6, 2, 4, 2, 2, 5, 2]","[4, 7, 5, 4, 2, 4, 6, 2, 4, 2, 5, 2]","[0, 30, 105, 120, 195, 270, 315, 390, 450, 495, 555, 615]"
2023-08-25,5635,675,"[4, 4, 3, 2, 5, 3, 6, 7, 6, 4, 6, 3, 2, 2, 2, 0]","[4, 3, 2, 5, 3, 6, 7, 6, 4, 6, 3, 2]","[0, 30, 135, 195, 210, 285, 345, 405, 465, 525, 570, 630]"
2023-08-25,5633,660,"[2, 5, 6, 5, 1, 4, 3, 4, 4, 2, 4, 2, 3]","[2, 5, 6, 5, 1, 4, 3, 4, 2, 4, 2, 3]","[0, 30, 60, 105, 120, 240, 300, 375, 450, 510, 555, 615]"
2023-08-25,5634,653,"[5, 2, 2, 5, 7, 5, 2, 0, 2, 3, 4, 2, 4]","[5, 2, 5, 7, 5, 2, 0, 2, 3, 4, 2, 4]","[0, 30, 105, 120, 195, 210, 285, 375, 435, 495, 555, 600]"
2023-08-25,5669,673,"[4, 6, 7, 2, 6, 4, 7, 3, 3, 6, 2, 3, 4, 4, 4, 4]","[4, 6, 7, 2, 6, 4, 7, 3, 6, 2, 3, 4]","[0, 30, 75, 150, 210, 270, 315, 405, 495, 540, 600, 660]"
2023-08-25,6064,665,"[4, 5, 6, 5, 3, 5, 7, 5, 4, 4, 2, 4, 5, 4]","[4, 5, 6, 5, 3, 5, 7, 5, 4, 2, 4, 5, 4]","[0, 30, 60, 105, 120, 210, 270, 345, 405, 465, 510, 570, 630]"
