日付,トータル満足度,トータル所要時間,予定プラン,最適プラン,タイムスケジュール
2022-07-19,7989,662,"[3, 7, 4, 3, 7, 5, 4, 5, 2, 1, 4, 2, 5, 5, 1, 3, 1, 4, 4]","[3, 7, 4, 3, 7, 5, 4, 5, 2, 1, 4, 2, 5, 1, 3, 1, 4]","[0, 60, 120, 150, 165, 240, 255, 285, 315, 375, 390, 420, 465, 495, 555, 585, 645]"
2022-07-19,7934,668,"[7, 4, 3, 4, 1, 5, 0, 1, 5, 0, 1, 5, 3, 5, 2, 5, 3, 3]","[7, 4, 3, 4, 1, 5, 0, 1, 5, 0, 1, 5, 3, 5, 2, 5, 3]","[0, 45, 75, 120, 150, 225, 255, 315, 330, 360, 435, 495, 525, 555, 585, 630, 645]"
2022-07-19,7970,644,"[2, 4, 5, 3, 3, 6, 5, 6, 1, 4, 1, 4, 5, 4, 1, 4, 3, 3, 4]","[2, 4, 5, 3, 6, 5, 6, 1, 4, 1, 4, 5, 4, 1, 4, 3, 4]","[0, 90, 120, 150, 165, 240, 255, 330, 345, 390, 420, 435, 465, 495, 555, 600, 630]"
2022-07-19,8437,674,"[5, 7, 5, 2, 4, 3, 5, 4, 2, 1, 1, 5, 4, 3, 5, 5, 0, 7, 3, 7]","[5, 7, 5, 2, 4, 3, 5, 4, 2, 1, 5, 4, 3, 5, 0, 7, 3, 7]","[0, 30, 75, 105, 180, 195, 210, 255, 285, 330, 360, 390, 405, 450, 480, 525, 600, 615]"
2022-07-19,7528,661,"[4, 6, 4, 0, 4, 6, 5, 1, 2, 4, 1, 2, 2, 2, 0, 4, 6, 1, 1]","[4, 6, 4, 0, 4, 6, 5, 1, 2, 4, 1, 2, 0, 4, 6, 1]","[0, 45, 75, 120, 180, 210, 270, 300, 315, 375, 405, 435, 480, 525, 555, 615]"
2022-07-19,7949,662,"[6, 3, 4, 4, 5, 3, 3, 6, 5, 6, 2, 4, 5, 2, 3, 4, 5, 4, 0]","[6, 3, 4, 5, 3, 6, 5, 6, 2, 4, 5, 2, 3, 4, 5, 4, 0]","[0, 45, 90, 120, 165, 180, 255, 270, 345, 390, 420, 435, 495, 525, 555, 570, 615]"
2022-07-19,7963,652,"[6, 4, 5, 7, 7, 3, 4, 3, 5, 4, 6, 1, 1, 2, 5, 0, 6, 0, 3]","[6, 4, 5, 7, 3, 4, 3, 5, 4, 6, 1, 2, 5, 0, 6, 0, 3]","[0, 45, 75, 105, 165, 180, 210, 225, 255, 300, 360, 375, 435, 465, 510, 570, 630]"
2022-07-19,7489,642,"[4, 2, 2, 7, 3, 1, 6, 5, 1, 5, 5, 2, 6, 4, 2, 5, 3, 4]","[4, 2, 7, 3, 1, 6, 5, 1, 5, 2, 6, 4, 2, 5, 3, 4]","[0, 45, 105, 165, 180, 240, 315, 330, 360, 390, 450, 495, 525, 570, 600, 630]"
2022-07-19,7522,635,"[4, 3, 2, 4, 1, 5, 3, 1, 2, 2, 4, 0, 3, 4, 5, 7, 5]","[4, 3, 2, 4, 1, 5, 3, 1, 2, 4, 0, 3, 4, 5, 7, 5]","[0, 45, 90, 150, 180, 240, 255, 300, 315, 375, 405, 465, 495, 525, 555, 615]"
2022-07-19,7948,671,"[6, 6, 0, 1, 5, 4, 4, 3, 4, 5, 5, 4, 3, 2, 3, 5, 3, 5, 1, 3]","[6, 0, 1, 5, 4, 3, 4, 5, 4, 3, 2, 3, 5, 3, 5, 1, 3]","[0, 45, 135, 195, 225, 255, 285, 315, 345, 390, 435, 480, 510, 540, 570, 600, 645]"
