日付,lambda,トータル満足度,トータル所要時間,予定プラン,最適プラン,タイムスケジュール
2022-07-19,7,5653.0,560,"[7, 2, 6, 0, 4, 3, 6, 4, 3, 0, 3, 5]","[7, 2, 6, 0, 4, 3, 6, 4, 3, 0, 3, 5]","[0, 45, 120, 180, 255, 285, 330, 390, 405, 450, 510, 540]"
2022-07-19,6,7968.0,735,"[4, 5, 3, 6, 4, 5, 7, 2, 5, 5, 3, 1, 5, 4, 0, 1, 4, 7]","[4, 5, 3, 6, 4, 5, 7, 2, 5, 3, 1, 5, 4, 0, 1, 4, 7]","[0, 45, 75, 120, 180, 195, 240, 300, 360, 390, 435, 495, 525, 540, 600, 660, 675]"
2022-07-19,8,7545.0,715,"[3, 3, 7, 2, 3, 6, 4, 2, 4, 0, 7, 3, 1, 4, 5, 6, 3, 1]","[3, 7, 2, 3, 6, 4, 2, 4, 0, 7, 3, 1, 4, 5, 6, 3]","[0, 60, 120, 180, 195, 255, 285, 345, 390, 435, 495, 540, 600, 630, 660, 690]"
2022-07-19,6,7473.0,694,"[5, 3, 5, 4, 3, 3, 7, 0, 3, 0, 0, 6, 5, 5, 1, 3, 5, 6, 4]","[5, 3, 5, 4, 3, 7, 0, 3, 0, 6, 5, 1, 3, 5, 6, 4]","[0, 30, 75, 120, 150, 165, 240, 300, 345, 405, 465, 495, 555, 585, 615, 675]"
2022-07-19,8,8008.0,721,"[7, 4, 0, 3, 5, 3, 0, 0, 1, 1, 5, 1, 3, 2, 4, 6, 6, 4, 0, 7]","[7, 4, 0, 3, 5, 3, 0, 1, 5, 1, 3, 2, 4, 6, 4, 0, 7]","[0, 45, 75, 150, 180, 210, 240, 300, 315, 345, 375, 420, 465, 510, 570, 615, 660]"
2022-07-19,8,7506.0,692,"[6, 2, 4, 2, 5, 4, 3, 5, 0, 3, 3, 2, 4, 5, 2, 1, 3]","[6, 2, 4, 2, 5, 4, 3, 5, 0, 3, 2, 4, 5, 2, 1, 3]","[0, 45, 105, 150, 210, 240, 270, 315, 345, 405, 450, 510, 540, 570, 615, 675]"
2022-07-19,8,7014.0,727,"[6, 3, 5, 5, 3, 7, 1, 4, 6, 4, 6, 5, 7, 3, 7, 0, 5, 7, 1]","[6, 3, 5, 3, 7, 1, 4, 6, 4, 6, 5, 7, 3, 7, 5]","[0, 45, 90, 120, 180, 240, 330, 375, 435, 465, 525, 555, 630, 645, 705]"
2022-07-19,9,7971.0,714,"[6, 4, 4, 4, 5, 1, 4, 1, 5, 1, 6, 3, 4, 0, 4, 0, 6, 4, 1]","[6, 4, 5, 1, 4, 1, 5, 1, 6, 3, 4, 0, 4, 0, 6, 4, 1]","[0, 45, 75, 105, 165, 195, 255, 270, 300, 360, 405, 435, 495, 525, 585, 630, 660]"
2022-07-19,3,7084.0,721,"[4, 1, 4, 4, 4, 1, 1, 4, 1, 1, 7, 1, 1, 2, 3, 2, 3, 7, 2, 1]","[4, 1, 4, 1, 4, 1, 7, 1, 2, 3, 2, 3, 7, 2, 1]","[0, 45, 120, 150, 210, 240, 315, 375, 405, 450, 480, 525, 555, 630, 660]"
2022-07-19,5,7073.0,725,"[3, 0, 2, 3, 1, 4, 1, 7, 1, 2, 5, 4, 3, 7, 3, 3, 4, 5, 4, 2]","[3, 0, 2, 3, 1, 4, 1, 7, 1, 2, 5, 4, 3, 7, 3]","[0, 60, 150, 210, 240, 315, 360, 375, 435, 510, 555, 585, 615, 645, 705]"
