日付,lambda,トータル満足度,トータル所要時間,予定プラン,最適プラン,タイムスケジュール
2022-08-05,5,5625.0,724,"[3, 6, 5, 5, 3, 0, 3, 3, 7, 4, 5, 6, 2, 0, 0, 1, 2, 4, 5, 0]","[3, 6, 5, 3, 0, 3, 7, 4, 5, 6, 2, 0]","[0, 30, 60, 120, 180, 270, 330, 405, 450, 495, 555, 615]"
2022-08-05,7,5194.0,719,"[2, 7, 3, 1, 7, 1, 7, 4, 5, 4, 2, 4, 5, 6, 2, 5, 7]","[2, 7, 3, 1, 7, 1, 7, 4, 5, 4, 2]","[0, 105, 180, 225, 315, 375, 450, 540, 570, 615, 645]"
2022-08-05,10,6131.0,719,"[7, 2, 7, 6, 4, 4, 6, 7, 4, 5, 4, 4, 5, 4, 4, 7, 4, 0, 5]","[7, 2, 7, 6, 4, 6, 7, 4, 5, 4, 5, 4, 7]","[0, 45, 165, 240, 300, 345, 405, 480, 510, 555, 600, 645, 660]"
2022-08-05,6,5204.0,718,"[0, 3, 7, 4, 7, 1, 4, 1, 4, 5, 7, 4, 7, 7, 2, 5, 7, 7, 3, 0]","[0, 3, 7, 4, 7, 1, 4, 1, 4, 5, 7]","[0, 135, 195, 255, 315, 375, 465, 495, 585, 615, 660]"
2022-08-05,3,5638.0,718,"[4, 5, 5, 2, 6, 4, 3, 3, 7, 2, 4, 3, 5, 1, 1, 7, 3, 0, 4]","[4, 5, 2, 6, 4, 3, 7, 2, 4, 3, 5, 1]","[0, 60, 120, 180, 240, 300, 360, 435, 495, 540, 585, 630]"
2022-08-05,4,5611.0,707,"[6, 1, 6, 6, 5, 6, 2, 6, 2, 4, 2, 7, 2, 4, 5, 0, 4, 2, 2, 5]","[6, 1, 6, 5, 6, 2, 6, 2, 4, 2, 7, 2]","[0, 45, 150, 225, 270, 330, 390, 465, 525, 570, 630, 690]"
2022-08-05,2,5199.0,726,"[2, 6, 7, 6, 3, 7, 7, 3, 3, 2, 4, 7, 2, 4, 2, 4, 6, 4, 1, 7]","[2, 6, 7, 6, 3, 7, 3, 2, 4, 7, 2]","[0, 105, 165, 225, 300, 360, 435, 480, 555, 600, 660]"
2022-08-05,2,5156.0,708,"[4, 6, 3, 7, 6, 3, 6, 3, 6, 1, 2, 3, 4, 3, 1, 6, 7, 2, 4]","[4, 6, 3, 7, 6, 3, 6, 3, 6, 1, 2]","[0, 60, 105, 165, 240, 300, 360, 420, 480, 540, 645]"
2022-08-05,2,5210.0,711,"[2, 3, 3, 6, 3, 7, 2, 1, 4, 7, 4, 7, 3, 4, 1, 3]","[2, 3, 6, 3, 7, 2, 1, 4, 7, 4, 7]","[0, 105, 165, 225, 300, 360, 435, 510, 555, 630, 660]"
2022-08-05,2,6084.0,712,"[2, 6, 3, 6, 4, 5, 2, 2, 2, 6, 7, 5, 4, 6, 4, 7, 2]","[2, 6, 3, 6, 4, 5, 2, 6, 7, 5, 4, 6, 4]","[0, 105, 165, 225, 300, 345, 390, 450, 525, 600, 630, 660, 690]"
2022-08-05,6,5196.0,723,"[2, 4, 2, 4, 0, 5, 4, 0, 4, 1, 6, 4, 3, 3, 3, 7, 3, 2]","[2, 4, 2, 4, 0, 5, 4, 0, 4, 1, 6]","[0, 105, 165, 225, 270, 375, 435, 465, 570, 615, 690]"
