日付,lambda,トータル満足度,トータル所要時間,予定プラン,最適プラン,タイムスケジュール
2022-07-10,9,5198.0,709,"[7, 7, 4, 3, 5, 4, 3, 3, 7, 4, 7, 7, 7, 5, 0, 3, 3]","[7, 4, 3, 5, 4, 3, 7, 4, 7, 5, 0]","[0, 45, 120, 180, 225, 285, 345, 420, 480, 540, 585]"
2022-07-10,8,5637.0,719,"[2, 7, 3, 7, 3, 4, 6, 5, 6, 6, 7, 4, 5, 2, 4]","[2, 7, 3, 7, 3, 4, 6, 5, 6, 7, 4, 5]","[0, 105, 180, 240, 315, 390, 435, 495, 555, 615, 675, 705]"
2022-07-10,2,5142.0,707,"[4, 4, 4, 5, 3, 6, 7, 7, 4, 5, 6, 3, 6, 2, 7, 7, 4, 5, 0]","[4, 5, 3, 6, 7, 4, 5, 6, 3, 6, 2]","[0, 60, 120, 180, 255, 330, 390, 450, 525, 585, 630]"
2022-07-10,2,5579.0,646,"[5, 6, 3, 4, 1, 4, 4, 5, 6, 5, 3, 4, 4, 5]","[5, 6, 3, 4, 1, 4, 5, 6, 5, 3, 4, 5]","[0, 30, 60, 150, 210, 300, 360, 405, 465, 510, 570, 615]"
2022-07-10,3,4264.0,549,"[4, 4, 6, 4, 3, 3, 3, 4, 7, 7, 3, 4, 6, 6]","[4, 6, 4, 3, 4, 7, 3, 4, 6]","[0, 60, 105, 165, 225, 285, 345, 420, 480]"
2022-07-10,7,4740.0,718,"[7, 4, 2, 4, 4, 0, 5, 1, 4, 0, 4, 1, 6, 3, 6, 7, 4]","[7, 4, 2, 4, 0, 5, 1, 4, 0, 4]","[0, 45, 120, 225, 270, 390, 435, 525, 570, 690]"
2022-07-10,9,5170.0,724,"[3, 7, 7, 6, 6, 0, 1, 4, 2, 5, 5, 4, 6, 3, 5, 6, 2, 4]","[3, 7, 6, 0, 1, 4, 2, 5, 4, 6, 3]","[0, 90, 150, 210, 330, 435, 495, 570, 615, 645, 675]"
2022-07-10,5,4694.0,709,"[4, 4, 1, 3, 6, 4, 2, 6, 3, 7, 5, 0, 0, 1, 2, 3, 4]","[4, 1, 3, 6, 4, 2, 6, 3, 7, 5]","[0, 60, 210, 285, 345, 405, 480, 555, 615, 690]"
2022-07-10,4,3766.0,727,"[6, 3, 1, 1, 0, 2, 0, 1, 1, 0, 7, 1, 3, 1, 5]","[6, 3, 1, 0, 2, 0, 1, 7]","[0, 45, 135, 255, 375, 450, 555, 675]"
2022-07-10,2,5192.0,736,"[6, 7, 4, 5, 2, 4, 4, 7, 4, 4, 4, 6, 2, 0, 3, 0, 6, 6, 1]","[6, 7, 4, 5, 2, 4, 7, 4, 6, 2, 0]","[0, 45, 90, 150, 195, 285, 345, 420, 480, 555, 645]"
2022-07-10,8,5657.0,713,"[4, 7, 7, 4, 2, 5, 7, 2, 5, 3, 7, 4, 6, 3, 5, 1]","[4, 7, 4, 2, 5, 7, 2, 5, 3, 7, 4, 6]","[0, 60, 120, 195, 270, 330, 405, 480, 525, 585, 660, 675]"
2022-07-10,3,5653.0,718,"[7, 6, 3, 1, 4, 6, 3, 7, 6, 2, 4, 1, 3, 1, 6, 0, 4, 2, 7]","[7, 6, 3, 1, 4, 6, 3, 7, 6, 2, 4, 3]","[0, 45, 90, 165, 270, 330, 405, 465, 540, 600, 675, 705]"
