日付,トータル満足度,トータル所要時間,予定プラン,最適プラン,タイムスケジュール
2023-07-04,6609,674,"[1, 4, 3, 4, 7, 5, 5, 3, 3, 4, 2, 5, 2, 4, 4, 3, 4, 0]","[1, 4, 3, 4, 7, 5, 3, 4, 2, 5, 2, 4, 3, 4]","[0, 30, 60, 135, 180, 240, 300, 360, 420, 465, 510, 570, 600, 660]"
2023-07-04,6974,665,"[2, 6, 1, 5, 1, 5, 5, 6, 6, 7, 2, 4, 5, 7, 5, 4, 5]","[2, 6, 1, 5, 1, 5, 6, 7, 2, 4, 5, 7, 5, 4, 5]","[0, 30, 60, 90, 135, 210, 255, 315, 390, 435, 495, 525, 585, 630, 645]"
2023-07-04,6519,656,"[5, 4, 6, 2, 2, 6, 5, 2, 5, 5, 0, 0, 2, 4, 6, 2, 5]","[5, 4, 6, 2, 6, 5, 2, 5, 0, 2, 4, 6, 2, 5]","[0, 30, 60, 105, 150, 195, 240, 300, 345, 435, 495, 525, 585, 630]"
2023-07-04,6598,661,"[1, 4, 1, 6, 4, 1, 2, 4, 3, 4, 4, 2, 2, 4, 3, 5, 1]","[1, 4, 1, 6, 4, 1, 2, 4, 3, 4, 2, 4, 3, 5]","[0, 30, 60, 90, 150, 195, 270, 330, 375, 450, 495, 555, 600, 645]"
2023-07-04,7013,673,"[4, 5, 6, 2, 4, 3, 3, 5, 3, 6, 4, 2, 5, 2, 4, 5, 5, 5, 1]","[4, 5, 6, 2, 4, 3, 5, 3, 6, 4, 2, 5, 2, 4, 5]","[0, 30, 45, 90, 150, 195, 270, 300, 375, 435, 480, 540, 585, 630, 660]"
2023-07-04,6577,674,"[5, 4, 4, 5, 3, 4, 7, 4, 3, 6, 2, 2, 3, 2, 5, 5, 4, 4]","[5, 4, 5, 3, 4, 7, 4, 3, 6, 2, 3, 2, 5, 4]","[0, 30, 60, 105, 165, 225, 285, 345, 420, 465, 525, 585, 630, 660]"
2023-07-04,7025,671,"[1, 6, 6, 1, 4, 5, 6, 3, 7, 4, 6, 1, 4, 2, 4, 4, 5]","[1, 6, 1, 4, 5, 6, 3, 7, 4, 6, 1, 4, 2, 4, 5]","[0, 30, 60, 90, 135, 180, 240, 300, 360, 420, 465, 540, 585, 630, 660]"
2023-07-04,6537,664,"[3, 6, 5, 4, 5, 4, 6, 4, 2, 3, 5, 5, 7, 5, 5, 3, 3]","[3, 6, 5, 4, 5, 4, 6, 4, 2, 3, 5, 7, 5, 3]","[0, 30, 60, 105, 150, 195, 255, 300, 360, 420, 480, 525, 585, 615]"
2023-07-04,6572,638,"[3, 6, 1, 3, 5, 4, 2, 3, 4, 3, 6, 4, 5, 4]","[3, 6, 1, 3, 5, 4, 2, 3, 4, 3, 6, 4, 5, 4]","[0, 30, 60, 90, 165, 195, 255, 300, 375, 420, 495, 540, 585, 615]"
2023-07-04,6586,662,"[4, 6, 1, 4, 7, 6, 3, 1, 6, 7, 4, 4, 2, 4, 4, 5]","[4, 6, 1, 4, 7, 6, 3, 1, 6, 7, 4, 2, 4, 5]","[0, 30, 60, 90, 135, 195, 255, 330, 390, 465, 525, 570, 630, 645]"
