日付,lambda,トータル満足度,トータル所要時間,予定プラン,最適プラン,タイムスケジュール
2022-07-01,4,6164.0,716,"[7, 4, 0, 7, 4, 2, 7, 4, 7, 6, 1, 3, 1, 4, 4, 1, 6, 4, 6, 4]","[7, 4, 0, 7, 4, 2, 7, 4, 7, 6, 1, 3, 1]","[0, 45, 75, 225, 285, 315, 375, 435, 465, 525, 585, 615, 645]"
2022-07-01,2,6591.0,663,"[7, 7, 5, 5, 3, 1, 4, 4, 3, 7, 2, 2, 3, 3, 6, 3, 1, 2, 7]","[7, 5, 3, 1, 4, 3, 7, 2, 3, 6, 3, 1, 2, 7]","[0, 45, 75, 135, 195, 210, 255, 315, 375, 405, 465, 480, 555, 615]"
2022-07-01,6,7064.0,706,"[7, 3, 7, 3, 6, 3, 2, 0, 5, 5, 2, 4, 5, 2, 3, 4, 3, 2]","[7, 3, 7, 3, 6, 3, 2, 0, 5, 2, 4, 5, 2, 3, 4]","[0, 45, 120, 180, 225, 285, 330, 390, 465, 480, 540, 585, 600, 660, 690]"
2022-07-01,2,6597.0,633,"[4, 2, 6, 4, 2, 4, 5, 2, 0, 1, 4, 5, 4, 3]","[4, 2, 6, 4, 2, 4, 5, 2, 0, 1, 4, 5, 4, 3]","[0, 30, 105, 150, 195, 255, 300, 315, 375, 450, 525, 555, 570, 615]"
2022-07-01,10,6109.0,738,"[3, 0, 2, 4, 1, 2, 0, 3, 6, 6, 3, 5, 3, 1, 3, 4, 5, 4, 4, 7]","[3, 0, 2, 4, 1, 2, 0, 3, 6, 3, 5, 3, 1]","[0, 45, 180, 240, 285, 345, 420, 495, 510, 570, 615, 630, 660]"
2022-07-01,6,7043.0,718,"[3, 5, 7, 6, 4, 3, 1, 5, 1, 2, 3, 4, 0, 4, 4, 4, 1, 4, 3]","[3, 5, 7, 6, 4, 3, 1, 5, 1, 2, 3, 4, 0, 4, 1]","[0, 45, 75, 135, 210, 225, 255, 330, 360, 420, 480, 510, 540, 600, 645]"
2022-07-01,9,6187.0,559,"[3, 4, 3, 4, 2, 3, 7, 4, 3, 4, 7, 3, 7]","[3, 4, 3, 4, 2, 3, 7, 4, 3, 4, 7, 3, 7]","[0, 45, 75, 135, 165, 225, 270, 330, 360, 405, 420, 480, 510]"
2022-07-01,7,6588.0,713,"[4, 1, 0, 4, 1, 4, 0, 5, 6, 4, 0, 4, 5, 1, 4, 2, 1, 0, 6, 3]","[4, 1, 0, 4, 1, 4, 0, 5, 6, 4, 0, 4, 5, 1]","[0, 30, 120, 195, 225, 270, 300, 360, 405, 450, 495, 585, 615, 645]"
2022-07-01,3,5162.0,527,"[7, 4, 2, 5, 2, 2, 1, 6, 6, 0, 4, 5, 3]","[7, 4, 2, 5, 2, 1, 6, 0, 4, 5, 3]","[0, 45, 75, 135, 180, 240, 315, 360, 450, 480, 510]"
2022-07-01,2,7965.0,713,"[3, 2, 5, 3, 4, 0, 5, 5, 3, 4, 2, 5, 1, 3, 5, 3, 7, 3]","[3, 2, 5, 3, 4, 0, 5, 3, 4, 2, 5, 1, 3, 5, 3, 7, 3]","[0, 45, 120, 165, 210, 225, 300, 315, 360, 390, 465, 480, 540, 570, 600, 630, 690]"
2022-07-01,6,6579.0,717,"[6, 3, 1, 4, 3, 6, 7, 1, 3, 3, 4, 1, 5, 5, 4, 4, 0, 2, 6]","[6, 3, 1, 4, 3, 6, 7, 1, 3, 4, 1, 5, 4, 0]","[0, 45, 105, 180, 195, 240, 300, 360, 435, 465, 495, 570, 600, 630]"
2022-07-01,5,6622.0,706,"[2, 1, 3, 1, 4, 4, 7, 2, 7, 4, 6, 4, 4, 4, 3, 2, 3, 4, 2, 7]","[2, 1, 3, 1, 4, 7, 2, 7, 4, 6, 4, 3, 2, 3]","[0, 75, 150, 195, 270, 285, 360, 420, 480, 510, 570, 600, 630, 690]"
2022-07-01,10,6582.0,713,"[3, 5, 2, 0, 3, 0, 4, 5, 7, 4, 3, 2, 6, 1, 1, 3, 4, 3]","[3, 5, 2, 0, 3, 0, 4, 5, 7, 4, 3, 2, 6, 1]","[0, 45, 75, 135, 225, 255, 330, 375, 405, 465, 495, 525, 585, 645]"
2022-07-01,9,6532.0,733,"[6, 0, 5, 3, 6, 3, 1, 2, 3, 0, 5, 5, 3, 5, 0, 4, 4, 0, 6]","[6, 0, 5, 3, 6, 3, 1, 2, 3, 0, 5, 3, 5, 0]","[0, 45, 180, 210, 240, 300, 345, 420, 480, 510, 585, 615, 645, 660]"
2022-07-01,10,6634.0,719,"[7, 4, 1, 3, 5, 4, 7, 4, 7, 7, 4, 7, 3, 0, 1, 7, 5, 2, 4, 5]","[7, 4, 1, 3, 5, 4, 7, 4, 7, 4, 7, 3, 0, 1]","[0, 45, 75, 150, 210, 240, 285, 345, 390, 450, 480, 540, 570, 645]"
2022-07-01,8,6151.0,616,"[4, 2, 0, 4, 1, 7, 4, 3, 3, 4, 5, 1, 3, 7]","[4, 2, 0, 4, 1, 7, 4, 3, 4, 5, 1, 3, 7]","[0, 30, 105, 180, 210, 270, 330, 360, 405, 420, 450, 525, 555]"
