日付,トータル満足度,トータル所要時間,予定プラン,最適プラン,タイムスケジュール
2022-08-22,6080,674,"[4, 6, 4, 7, 5, 2, 2, 3, 5, 6, 4, 5, 7, 6, 0]","[4, 6, 4, 7, 5, 2, 3, 5, 6, 4, 5, 7, 6]","[0, 45, 90, 150, 195, 255, 330, 390, 435, 495, 540, 585, 630]"
2022-08-22,5644,670,"[3, 5, 5, 7, 2, 4, 6, 6, 4, 6, 6, 3, 6, 7, 0]","[3, 5, 7, 2, 4, 6, 4, 6, 3, 6, 7, 0]","[0, 90, 135, 180, 285, 330, 390, 450, 510, 555, 615, 660]"
2022-08-22,6145,668,"[4, 4, 6, 7, 3, 4, 7, 4, 7, 4, 2, 2, 5, 6, 3]","[4, 6, 7, 3, 4, 7, 4, 7, 4, 2, 5, 6, 3]","[0, 45, 90, 135, 195, 255, 300, 345, 390, 450, 525, 570, 615]"
2022-08-22,6153,672,"[7, 4, 4, 5, 4, 7, 4, 3, 3, 3, 5, 5, 4, 4, 2, 3, 4, 0]","[7, 4, 5, 4, 7, 4, 3, 5, 4, 2, 3, 4, 0]","[0, 45, 120, 180, 240, 285, 330, 390, 450, 495, 570, 615, 660]"
2022-08-22,6560,674,"[6, 7, 5, 4, 7, 5, 7, 2, 3, 5, 5, 7, 5, 7, 0]","[6, 7, 5, 4, 7, 5, 7, 2, 3, 5, 7, 5, 7, 0]","[0, 45, 90, 150, 210, 255, 300, 345, 435, 480, 525, 570, 615, 660]"
2022-08-22,6092,668,"[5, 4, 3, 3, 4, 6, 4, 6, 7, 5, 5, 5, 6, 7, 6, 0]","[5, 4, 3, 4, 6, 4, 6, 7, 5, 6, 7, 6, 0]","[0, 30, 90, 165, 225, 285, 330, 390, 435, 480, 540, 585, 660]"
2022-08-22,5674,674,"[3, 3, 5, 5, 4, 4, 7, 0, 5, 5, 4, 3, 3, 7, 4, 7, 7, 0, 0]","[3, 5, 4, 7, 0, 5, 4, 3, 7, 4, 7, 0]","[0, 90, 135, 195, 240, 360, 405, 465, 525, 570, 615, 660]"
2022-08-22,5646,654,"[4, 4, 7, 4, 7, 2, 5, 5, 1, 4, 7, 5, 7, 5]","[4, 7, 4, 7, 2, 5, 1, 4, 7, 5, 7, 5]","[0, 45, 90, 165, 210, 285, 330, 435, 480, 525, 570, 615]"
2022-08-22,6073,674,"[5, 6, 7, 3, 7, 6, 0, 5, 6, 3, 4, 7, 5, 0]","[5, 6, 7, 3, 7, 6, 0, 5, 6, 3, 4, 7, 5]","[0, 30, 60, 105, 180, 225, 285, 390, 435, 495, 540, 600, 645]"
2022-08-22,6064,670,"[5, 6, 2, 2, 5, 4, 5, 4, 7, 5, 3, 3, 4, 5, 4]","[5, 6, 2, 5, 4, 5, 4, 7, 5, 3, 4, 5, 4]","[0, 30, 60, 180, 225, 285, 330, 390, 435, 480, 540, 600, 645]"
