日付,トータル満足度,トータル所要時間,予定プラン,最適プラン,タイムスケジュール
2022-07-29,7029,656,"[5, 7, 3, 3, 4, 5, 5, 4, 2, 5, 3, 4, 2, 4, 6, 5, 3]","[5, 7, 3, 4, 5, 4, 2, 5, 3, 4, 2, 4, 6, 5, 3]","[0, 30, 75, 135, 180, 210, 255, 330, 375, 420, 450, 510, 540, 600, 630]"
2022-07-29,7531,653,"[5, 6, 3, 3, 4, 3, 4, 3, 4, 5, 2, 4, 5, 3, 4, 2, 4, 4]","[5, 6, 3, 4, 3, 4, 3, 4, 5, 2, 4, 5, 3, 4, 2, 4]","[0, 30, 60, 120, 180, 225, 270, 315, 360, 390, 450, 480, 510, 540, 585, 630]"
2022-07-29,6564,660,"[5, 5, 6, 7, 3, 2, 6, 3, 1, 4, 3, 6, 6, 3, 2, 3]","[5, 6, 7, 3, 2, 6, 3, 1, 4, 3, 6, 3, 2, 3]","[0, 30, 60, 120, 180, 240, 300, 345, 420, 450, 495, 555, 585, 645]"
2022-07-29,6598,672,"[4, 5, 2, 4, 6, 4, 5, 4, 2, 7, 6, 3, 4, 0]","[4, 5, 2, 4, 6, 4, 5, 4, 2, 7, 6, 3, 4, 0]","[0, 45, 90, 180, 210, 270, 315, 360, 405, 465, 525, 600, 630, 660]"
2022-07-29,7003,649,"[7, 3, 0, 5, 6, 3, 5, 4, 5, 3, 4, 5, 3, 4, 5]","[7, 3, 0, 5, 6, 3, 5, 4, 5, 3, 4, 5, 3, 4, 5]","[0, 45, 105, 195, 225, 285, 330, 375, 405, 450, 480, 510, 555, 585, 615]"
2022-07-29,7000,674,"[6, 3, 2, 5, 5, 5, 5, 4, 5, 6, 5, 3, 5, 0, 4, 6, 4, 0]","[6, 3, 2, 5, 4, 5, 6, 5, 3, 5, 0, 4, 6, 4, 0]","[0, 45, 105, 165, 210, 255, 285, 345, 375, 435, 465, 540, 585, 645, 660]"
2022-07-29,6548,666,"[6, 7, 7, 5, 3, 6, 4, 1, 5, 3, 3, 7, 2, 3, 4, 5, 0, 0]","[6, 7, 5, 3, 6, 4, 1, 5, 3, 7, 2, 3, 4, 5]","[0, 45, 90, 135, 195, 255, 285, 360, 390, 435, 510, 570, 615, 630]"
2022-07-29,6503,663,"[1, 1, 5, 2, 2, 6, 3, 6, 5, 6, 5, 4, 3, 3, 5, 7, 3, 3]","[1, 5, 2, 6, 3, 6, 5, 6, 5, 4, 3, 5, 7, 3]","[0, 120, 165, 225, 270, 315, 375, 405, 465, 480, 510, 555, 585, 645]"
2022-07-29,6591,673,"[4, 4, 4, 3, 4, 2, 6, 4, 6, 5, 1, 7, 4, 6, 3, 0, 0]","[4, 3, 4, 2, 6, 4, 6, 5, 1, 7, 4, 6, 3, 0]","[0, 45, 105, 150, 225, 270, 315, 360, 405, 480, 540, 585, 645, 660]"
2022-07-29,7001,675,"[5, 7, 5, 4, 7, 6, 7, 5, 6, 4, 3, 3, 4, 5, 5, 2, 5]","[5, 7, 5, 4, 7, 6, 7, 5, 6, 4, 3, 4, 5, 2, 5]","[0, 30, 75, 120, 165, 240, 285, 345, 390, 450, 480, 510, 540, 570, 645]"
