日付,トータル満足度,トータル所要時間,予定プラン,最適プラン,タイムスケジュール
2022-08-30,5137,667,"[1, 6, 5, 3, 3, 4, 5, 5, 4, 3, 1, 2, 1]","[1, 6, 5, 3, 4, 5, 4, 3, 1, 2, 1]","[0, 30, 60, 135, 225, 285, 360, 420, 495, 630, 645]"
2022-08-30,5139,664,"[6, 1, 3, 4, 6, 5, 5, 4, 6, 2, 6, 2]","[6, 1, 3, 4, 6, 5, 4, 6, 2, 6, 2]","[0, 45, 60, 165, 240, 285, 360, 420, 465, 585, 660]"
2022-08-30,5576,666,"[5, 6, 1, 6, 6, 5, 3, 7, 4, 1, 5, 1, 2, 2, 2, 2]","[5, 6, 1, 6, 5, 3, 7, 4, 1, 5, 1, 2]","[0, 30, 60, 90, 150, 210, 315, 390, 450, 570, 630, 660]"
2022-08-30,5167,675,"[5, 1, 4, 6, 7, 2, 3, 3, 7, 7, 4, 5, 5, 0]","[5, 1, 4, 6, 7, 2, 3, 7, 4, 5, 0]","[0, 30, 45, 120, 180, 255, 375, 450, 540, 615, 660]"
2022-08-30,4701,673,"[7, 6, 6, 6, 1, 7, 3, 1, 7, 4, 3, 5]","[7, 6, 1, 7, 3, 1, 7, 4, 3, 5]","[0, 45, 90, 105, 195, 300, 405, 480, 540, 630]"
2022-08-30,5195,675,"[7, 7, 6, 3, 3, 0, 0, 5, 2, 4, 7, 0, 2, 0, 0]","[7, 6, 3, 0, 5, 2, 4, 7, 0, 2, 0]","[0, 45, 90, 180, 315, 375, 495, 555, 630, 645, 660]"
2022-08-30,5168,674,"[1, 0, 0, 4, 6, 5, 6, 3, 3, 4, 3, 2, 0]","[1, 0, 4, 6, 5, 6, 3, 4, 3, 2, 0]","[0, 30, 165, 240, 300, 360, 420, 495, 555, 645, 660]"
2022-08-30,5646,669,"[5, 7, 1, 5, 5, 7, 7, 6, 6, 4, 4, 7, 4, 2, 0, 2]","[5, 7, 1, 5, 7, 6, 4, 7, 4, 2, 0, 2]","[0, 30, 75, 90, 180, 240, 285, 360, 450, 510, 645, 660]"
2022-08-30,5182,661,"[5, 5, 7, 1, 4, 4, 7, 1, 4, 1, 7, 0, 1, 0]","[5, 7, 1, 4, 7, 1, 4, 1, 7, 0, 1]","[0, 30, 75, 90, 180, 240, 360, 420, 555, 630, 645]"
2022-08-30,5177,633,"[5, 6, 6, 7, 4, 4, 5, 3, 4, 4, 2, 4, 0, 2]","[5, 6, 7, 4, 5, 3, 4, 2, 4, 0, 2]","[0, 30, 60, 135, 210, 270, 360, 435, 540, 600, 630]"
