日付,トータル満足度,トータル所要時間,予定プラン,最適プラン,タイムスケジュール
2022-08-10,5134,670,"[5, 5, 6, 5, 6, 4, 5, 2, 7, 4, 3, 2, 1]","[5, 6, 5, 6, 4, 5, 2, 7, 4, 3, 2]","[0, 30, 60, 135, 195, 270, 330, 435, 525, 570, 660]"
2022-08-10,4732,674,"[7, 7, 7, 7, 0, 7, 7, 7, 2, 5, 3, 7, 0, 0, 2, 0]","[7, 0, 7, 2, 5, 3, 7, 0, 2, 0]","[0, 45, 210, 300, 405, 465, 540, 630, 645, 660]"
2022-08-10,4706,671,"[7, 6, 4, 2, 1, 4, 6, 5, 4, 0]","[7, 6, 4, 2, 1, 4, 6, 5, 4, 0]","[0, 45, 90, 165, 300, 420, 480, 555, 600, 660]"
2022-08-10,5177,663,"[6, 2, 4, 5, 4, 3, 4, 5, 7, 0, 0, 2]","[6, 2, 4, 5, 4, 3, 4, 5, 7, 0, 2]","[0, 45, 150, 225, 285, 360, 450, 510, 570, 630, 660]"
2022-08-10,4700,671,"[7, 5, 5, 6, 3, 7, 4, 3, 3, 2, 6, 2]","[7, 5, 6, 3, 7, 4, 3, 2, 6, 2]","[0, 45, 120, 180, 270, 330, 405, 495, 615, 660]"
2022-08-10,5168,669,"[7, 3, 5, 4, 3, 3, 5, 5, 3, 6, 4, 0, 2, 2]","[7, 3, 5, 4, 3, 5, 3, 6, 4, 0, 2]","[0, 45, 135, 210, 285, 375, 420, 510, 570, 645, 660]"
2022-08-10,4727,662,"[3, 7, 4, 3, 5, 7, 6, 7, 4, 4, 0, 0]","[3, 7, 4, 3, 5, 7, 6, 7, 4, 0]","[0, 75, 150, 225, 315, 375, 465, 525, 600, 645]"
2022-08-10,5120,672,"[5, 7, 5, 5, 3, 2, 3, 5, 6, 4, 5, 0]","[5, 7, 5, 3, 2, 3, 5, 6, 4, 5, 0]","[0, 30, 75, 135, 225, 330, 420, 480, 540, 600, 660]"
2022-08-10,5162,656,"[5, 5, 3, 3, 6, 7, 4, 6, 6, 4, 6, 4, 6, 0]","[5, 3, 6, 7, 4, 6, 4, 6, 4, 6, 0]","[0, 30, 105, 180, 255, 330, 390, 465, 525, 585, 645]"
2022-08-10,5152,667,"[6, 7, 5, 5, 6, 1, 4, 6, 4, 6, 6, 4, 2, 2, 0]","[6, 7, 5, 6, 1, 4, 6, 4, 6, 4, 2]","[0, 45, 90, 150, 225, 330, 405, 480, 540, 600, 660]"
