日付,トータル満足度,トータル所要時間,予定プラン,最適プラン,タイムスケジュール
2022-07-12,7969,663,"[6, 2, 5, 5, 4, 3, 5, 3, 4, 2, 4, 3, 2, 5, 4, 3, 5, 2]","[6, 2, 5, 4, 3, 5, 3, 4, 2, 4, 3, 2, 5, 4, 3, 5, 2]","[0, 45, 120, 150, 180, 225, 270, 300, 345, 405, 420, 450, 510, 525, 555, 600, 615]"
2022-07-12,7502,640,"[4, 5, 7, 6, 2, 3, 6, 4, 3, 5, 3, 4, 3, 1, 4, 5]","[4, 5, 7, 6, 2, 3, 6, 4, 3, 5, 3, 4, 3, 1, 4, 5]","[0, 30, 60, 120, 180, 240, 285, 345, 375, 420, 435, 480, 495, 525, 600, 630]"
2022-07-12,7494,668,"[4, 5, 5, 1, 1, 3, 6, 7, 0, 6, 4, 3, 4, 5, 5, 3, 4, 5, 5, 6]","[4, 5, 1, 3, 6, 7, 0, 6, 4, 3, 4, 5, 3, 4, 5, 6]","[0, 30, 60, 120, 165, 240, 300, 360, 435, 450, 480, 510, 525, 570, 600, 615]"
2022-07-12,7496,638,"[3, 4, 6, 5, 3, 6, 6, 4, 5, 4, 1, 4, 3, 3, 2, 3, 5, 5, 3]","[3, 4, 6, 5, 3, 6, 4, 5, 4, 1, 4, 3, 2, 3, 5, 3]","[0, 60, 105, 150, 195, 240, 285, 315, 360, 390, 450, 480, 510, 555, 600, 615]"
2022-07-12,7523,655,"[7, 1, 6, 4, 2, 3, 2, 5, 5, 4, 3, 5, 3, 4, 3, 4, 6]","[7, 1, 6, 4, 2, 3, 2, 5, 4, 3, 5, 3, 4, 3, 4, 6]","[0, 45, 120, 180, 225, 270, 300, 345, 375, 405, 450, 480, 510, 525, 570, 600]"
2022-07-12,7083,674,"[6, 4, 0, 1, 4, 6, 6, 4, 3, 4, 6, 4, 2, 4, 6, 2]","[6, 4, 0, 1, 4, 6, 4, 3, 4, 6, 4, 2, 4, 6, 2]","[0, 45, 75, 150, 210, 240, 285, 330, 360, 405, 450, 480, 540, 555, 630]"
2022-07-12,7518,664,"[5, 4, 2, 2, 5, 2, 0, 5, 4, 7, 2, 4, 5, 1, 4, 3, 4]","[5, 4, 2, 5, 2, 0, 5, 4, 7, 2, 4, 5, 1, 4, 3, 4]","[0, 30, 45, 120, 150, 210, 285, 315, 345, 420, 465, 495, 525, 585, 615, 645]"
2022-07-12,7936,624,"[5, 6, 2, 4, 3, 5, 5, 3, 5, 4, 3, 3, 6, 5, 4, 5, 2, 4, 3]","[5, 6, 2, 4, 3, 5, 3, 5, 4, 3, 6, 5, 4, 5, 2, 4, 3]","[0, 30, 60, 135, 180, 225, 255, 300, 330, 360, 405, 450, 480, 495, 525, 570, 600]"
2022-07-12,7499,666,"[0, 6, 4, 1, 3, 4, 5, 3, 4, 6, 3, 4, 5, 3, 5, 5, 3, 0]","[0, 6, 4, 1, 3, 4, 5, 3, 4, 6, 3, 4, 5, 3, 5, 3]","[0, 105, 165, 210, 270, 300, 330, 375, 405, 435, 495, 525, 555, 600, 630, 645]"
2022-07-12,7452,662,"[5, 3, 6, 3, 1, 3, 5, 3, 4, 4, 3, 1, 5, 6, 5, 4, 3]","[5, 3, 6, 3, 1, 3, 5, 3, 4, 3, 1, 5, 6, 5, 4, 3]","[0, 30, 90, 150, 210, 270, 300, 330, 375, 405, 450, 510, 525, 600, 615, 645]"
