日付,lambda,トータル満足度,トータル所要時間,予定プラン,最適プラン,タイムスケジュール
2022-07-02,5,6104.0,731,"[6, 4, 6, 3, 5, 3, 3, 6, 3, 1, 7, 3, 3, 4, 7, 5, 4, 3, 7, 2]","[6, 4, 6, 3, 5, 3, 6, 3, 1, 7, 3, 4, 7]","[0, 45, 105, 165, 225, 270, 330, 375, 435, 540, 600, 645, 675]"
2022-07-02,7,6123.0,680,"[1, 7, 3, 7, 7, 2, 0, 5, 4, 4, 1, 4, 4, 5, 3, 4]","[1, 7, 3, 7, 2, 0, 5, 4, 1, 4, 5, 3, 4]","[0, 30, 75, 150, 225, 285, 405, 435, 480, 555, 600, 630, 660]"
2022-07-02,2,6100.0,593,"[4, 6, 3, 7, 3, 5, 4, 5, 4, 5, 5, 5, 4, 4, 6, 4]","[4, 6, 3, 7, 3, 5, 4, 5, 4, 5, 4, 6, 4]","[0, 30, 75, 135, 210, 270, 315, 360, 405, 450, 480, 495, 570]"
2022-07-02,2,4646.0,499,"[5, 7, 5, 3, 5, 0, 5, 4, 5, 4]","[5, 7, 5, 3, 5, 0, 5, 4, 5, 4]","[0, 30, 75, 120, 195, 225, 345, 390, 435, 480]"
2022-07-02,9,7004.0,679,"[1, 6, 6, 5, 4, 5, 3, 2, 5, 4, 3, 3, 5, 3, 3, 4, 4, 4, 6, 4]","[1, 6, 5, 4, 5, 3, 2, 5, 4, 3, 5, 3, 4, 6, 4]","[0, 30, 75, 120, 180, 225, 270, 345, 390, 435, 480, 525, 555, 600, 660]"
2022-07-02,8,6134.0,751,"[5, 7, 3, 4, 1, 7, 4, 6, 2, 2, 4, 1, 3, 7, 3, 2, 7, 0]","[5, 7, 3, 4, 1, 7, 4, 6, 2, 4, 1, 3, 7]","[0, 30, 75, 135, 195, 270, 345, 390, 465, 525, 570, 660, 690]"
2022-07-02,4,6129.0,733,"[5, 4, 3, 1, 7, 6, 6, 4, 7, 6, 3, 3, 4, 3, 3, 7, 4, 4, 1, 2]","[5, 4, 3, 1, 7, 6, 4, 7, 6, 3, 4, 3, 7]","[0, 30, 60, 135, 255, 315, 390, 435, 510, 570, 615, 630, 675]"
2022-07-02,8,5137.0,535,"[5, 6, 7, 5, 4, 1, 4, 1, 3, 4, 5]","[5, 6, 7, 5, 4, 1, 4, 1, 3, 4, 5]","[0, 30, 60, 120, 165, 210, 300, 345, 435, 465, 510]"
2022-07-02,2,6152.0,706,"[7, 3, 6, 3, 4, 2, 6, 2, 4, 7, 3, 4, 3, 1, 4, 3, 0]","[7, 3, 6, 3, 4, 2, 6, 2, 4, 7, 3, 4, 3]","[0, 45, 120, 180, 240, 285, 360, 435, 495, 525, 615, 645, 675]"
2022-07-02,7,6127.0,698,"[7, 4, 4, 7, 3, 7, 5, 2, 2, 4, 7, 3, 5, 6, 2]","[7, 4, 7, 3, 7, 5, 2, 4, 7, 3, 5, 6, 2]","[0, 45, 105, 180, 240, 315, 360, 420, 465, 540, 585, 615, 690]"
2022-07-02,8,6126.0,719,"[5, 4, 7, 4, 7, 1, 7, 0, 4, 6, 3, 1, 6]","[5, 4, 7, 4, 7, 1, 7, 0, 4, 6, 3, 1, 6]","[0, 30, 60, 120, 165, 225, 315, 390, 480, 510, 570, 615, 690]"
2022-07-02,8,4708.0,546,"[4, 6, 4, 6, 1, 7, 2, 5, 5, 4, 7]","[4, 6, 4, 6, 1, 7, 2, 5, 4, 7]","[0, 30, 75, 135, 195, 285, 345, 420, 450, 495]"
2022-07-02,4,6601.0,673,"[1, 4, 6, 6, 3, 3, 2, 4, 2, 4, 5, 3, 4, 3, 3, 4, 6, 6]","[1, 4, 6, 3, 2, 4, 2, 4, 5, 3, 4, 3, 4, 6]","[0, 30, 75, 135, 195, 255, 315, 390, 435, 480, 525, 555, 600, 630]"
2022-07-02,6,6142.0,671,"[1, 7, 7, 7, 3, 2, 6, 3, 2, 4, 5, 7, 4, 7, 4, 1]","[1, 7, 3, 2, 6, 3, 2, 4, 5, 7, 4, 7, 4]","[0, 30, 75, 150, 225, 285, 345, 405, 450, 480, 555, 600, 660]"
2022-07-02,4,6085.0,722,"[5, 1, 4, 1, 4, 6, 3, 5, 4, 2, 5, 2, 4, 6, 4, 4, 6, 6, 0, 4]","[5, 1, 4, 1, 4, 6, 3, 5, 4, 2, 5, 2, 4]","[0, 30, 180, 225, 315, 360, 435, 480, 510, 555, 615, 645, 705]"
2022-07-02,10,4710.0,589,"[4, 4, 5, 5, 1, 6, 4, 2, 6, 4, 7, 4]","[4, 5, 1, 6, 4, 2, 6, 4, 7, 4]","[0, 30, 60, 210, 270, 330, 390, 465, 495, 555]"
2022-07-02,4,5686.0,714,"[6, 7, 0, 7, 5, 3, 4, 7, 4, 2, 7, 4, 6, 1, 2, 0, 2, 6, 5]","[6, 7, 0, 7, 5, 3, 4, 7, 4, 2, 7, 4]","[0, 45, 90, 240, 315, 360, 420, 465, 540, 570, 645, 705]"
2022-07-02,2,6096.0,724,"[4, 7, 1, 6, 1, 4, 6, 3, 5, 4, 5, 7, 7, 3, 6, 4, 1, 4]","[4, 7, 1, 6, 1, 4, 6, 3, 5, 4, 5, 7, 3]","[0, 30, 75, 210, 285, 375, 420, 480, 525, 570, 585, 630, 690]"
2022-07-02,5,6581.0,716,"[5, 4, 7, 6, 4, 5, 4, 2, 4, 3, 5, 5, 2, 3, 0, 3, 4, 5, 7]","[5, 4, 7, 6, 4, 5, 4, 2, 4, 3, 5, 2, 3, 0]","[0, 30, 60, 120, 180, 225, 255, 315, 390, 435, 480, 510, 570, 615]"
