日付,トータル満足度,トータル所要時間,予定プラン,最適プラン,タイムスケジュール
2022-07-17,4679,675,"[5, 7, 2, 7, 5, 4, 5, 2, 0, 1]","[5, 7, 2, 7, 5, 4, 5, 2, 0, 1]","[0, 30, 75, 225, 315, 390, 465, 525, 645, 660]"
2022-07-17,4706,666,"[4, 5, 4, 3, 5, 4, 2, 4, 1, 3]","[4, 5, 4, 3, 5, 4, 2, 4, 1, 3]","[0, 45, 105, 195, 300, 375, 435, 570, 630, 660]"
2022-07-17,4711,671,"[2, 3, 4, 7, 6, 5, 7, 3, 2, 3]","[2, 3, 4, 7, 6, 5, 7, 3, 2, 3]","[0, 30, 120, 225, 315, 390, 465, 540, 645, 660]"
2022-07-17,5144,671,"[6, 6, 6, 7, 4, 5, 6, 5, 3, 7, 0, 2, 6, 1]","[6, 7, 4, 5, 6, 5, 3, 7, 0, 2, 6]","[0, 45, 90, 180, 240, 330, 405, 510, 600, 630, 645]"
2022-07-17,5129,671,"[5, 4, 7, 5, 7, 7, 5, 4, 5, 4, 4, 5, 2]","[5, 4, 7, 5, 7, 5, 4, 5, 4, 5, 2]","[0, 30, 105, 180, 255, 330, 405, 480, 540, 615, 660]"
2022-07-17,4727,668,"[2, 3, 6, 7, 4, 6, 7, 3, 4, 3, 0]","[2, 3, 6, 7, 4, 6, 7, 3, 4, 3]","[0, 30, 120, 180, 255, 330, 405, 495, 600, 660]"
2022-07-17,5573,664,"[5, 6, 6, 3, 4, 6, 6, 5, 6, 3, 5, 6, 2, 0]","[5, 6, 3, 4, 6, 5, 6, 3, 5, 6, 2, 0]","[0, 30, 60, 90, 180, 240, 315, 390, 495, 555, 630, 645]"
2022-07-17,4676,666,"[2, 7, 3, 1, 5, 6, 6, 6, 1, 3, 2, 1]","[2, 7, 3, 1, 5, 6, 1, 3, 2, 1]","[0, 30, 75, 90, 240, 315, 390, 540, 630, 645]"
2022-07-17,5152,673,"[5, 6, 3, 3, 3, 6, 7, 6, 3, 7, 6, 4, 4, 0]","[5, 6, 3, 6, 7, 6, 3, 7, 6, 4, 0]","[0, 30, 60, 90, 150, 240, 330, 435, 510, 585, 660]"
2022-07-17,5634,671,"[2, 6, 6, 7, 3, 5, 5, 4, 7, 2, 3, 6, 6, 6, 2, 6]","[2, 6, 7, 3, 5, 4, 7, 2, 3, 6, 2, 6]","[0, 30, 60, 120, 135, 195, 270, 345, 450, 555, 630, 645]"
