,0,15,30,45,60,75,90,105,120,135,150,165,180,195,210,225,240,255,270,285,300,315,330,345,360,375,390,405,420,435,450,465,480,495,510,525,540,555,570,585,600,615,630,645,660,675,690,705
ソアリン,120,110,110,120,90,90,80,100,100,95,90,90,95,95,95,85,85,85,90,95,95,100,100,110,100,95,95,100,110,110,100,90,100,110,120,115,115,115,115,110,105,105,0,0,0,0,0,0
トイストーリーマニア,100,110,105,100,80,90,90,90,85,85,80,80,80,85,75,55,75,90,90,90,90,70,75,85,85,85,85,90,85,90,95,80,85,80,80,80,90,90,75,75,80,80,80,80,0,0,0,0
タワーオブテラー,80,80,100,100,100,100,90,90,80,80,80,80,80,80,80,90,70,70,70,70,65,70,70,70,70,90,90,100,90,100,80,80,75,80,75,90,80,90,75,80,90,100,0,0,0,0,0,0
センターオブジアース,60,60,60,60,60,65,65,65,65,65,65,70,65,65,65,55,55,60,60,55,55,0,0,0,0,0,0,0,0,5,60,80,75,70,65,60,70,70,70,65,65,65,65,65,65,0,0,0
インディージョーンズ,30,40,40,45,50,50,45,40,45,45,50,45,45,45,40,40,40,40,40,40,40,55,55,60,55,45,50,45,45,45,40,35,35,35,40,40,35,40,40,35,30,30,35,30,35,25,0,0
レイジングスピリッツ,10,5,35,45,40,40,40,40,40,35,40,40,40,40,35,40,35,35,40,35,35,40,45,45,45,45,40,40,40,40,40,35,35,35,35,35,35,35,35,40,35,30,25,30,30,35,0,0
マジックランプシアター,0,0,0,0,15,15,20,20,15,15,15,15,20,20,25,15,15,15,15,25,25,20,15,15,15,25,25,35,25,25,25,15,35,20,20,25,15,20,20,25,15,15,15,20,0,0,0,0
タートルトーク,0,0,0,0,5,20,35,35,30,20,35,30,25,30,30,30,30,30,35,20,20,20,35,30,40,45,35,30,35,20,35,35,35,35,25,30,30,35,35,20,20,20,20,15,15,20,20,35
