,0,15,30,45,60,75,90,105,120,135,150,165,180,195,210,225,240,255,270,285,300,315,330,345,360,375,390,405,420,435,450,465,480,495,510,525,540,555,570,585,600,615,630,645,660,675,690,705
ソアリン,140,130,120,120,110,110,100,90,90,85,85,85,95,95,95,100,95,85,75,80,80,80,85,90,90,80,75,70,70,65,80,90,85,85,80,70,90,95,90,85,80,75,75,80,0,0,0,0
トイストーリーマニア,130,130,120,110,100,80,70,75,65,65,75,70,60,60,75,70,75,70,60,60,60,65,75,80,70,70,60,65,75,70,70,65,65,65,65,85,85,75,75,60,65,65,65,65,0,0,0,0
タワーオブテラー,110,100,90,90,90,90,90,80,75,65,65,65,80,65,60,60,60,65,70,65,65,60,65,65,75,80,80,70,50,45,55,55,60,60,50,60,70,70,60,60,60,65,70,70,70,0,0,0
センターオブジアース,60,65,60,55,55,55,55,55,55,50,45,45,45,45,45,45,50,50,50,45,40,40,45,45,45,45,45,40,35,35,40,40,40,35,35,40,50,50,35,30,30,35,35,35,35,35,0,0
インディージョーンズ,25,30,50,55,45,45,50,50,40,40,40,40,35,35,35,40,40,35,35,35,35,50,45,40,35,35,35,35,35,35,30,25,25,25,30,35,35,30,30,30,25,20,20,20,20,15,10,0
レイジングスピリッツ,5,10,35,45,45,45,40,40,40,40,35,30,30,30,30,30,40,35,35,35,35,35,40,40,35,30,30,30,25,30,30,30,25,25,25,25,25,30,30,30,25,25,25,25,25,25,20,0
マジックランプシアター,0,0,0,0,30,20,20,25,25,15,15,20,20,20,25,15,15,20,20,25,25,15,15,20,25,25,15,15,20,20,25,25,30,15,20,15,20,15,20,25,15,15,15,20,0,0,0,0
タートルトーク,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
