,0,15,30,45,60,75,90,105,120,135,150,165,180,195,210,225,240,255,270,285,300,315,330,345,360,375,390,405,420,435,450,465,480,495,510,525,540,555,570,585,600,615,630,645,660,675,690,705
ソアリン,190,190,200,200,200,200,180,180,180,180,180,180,180,180,170,160,150,160,160,160,160,150,140,140,140,150,150,160,160,160,160,160,160,160,165,165,170,170,160,0,0,0,0,0,0,0,0,0
トイストーリーマニア,160,160,180,180,180,130,130,120,120,120,120,120,130,140,150,130,130,130,130,130,140,140,140,140,140,130,120,120,120,130,130,130,120,120,120,120,120,110,100,90,95,95,0,0,0,0,0,0
タワーオブテラー,5,120,120,120,120,130,140,140,150,150,150,150,110,100,100,100,110,100,100,100,100,100,100,80,90,110,120,110,110,110,110,120,120,110,100,100,100,90,90,90,100,110,0,0,0,0,0,0
センターオブジアース,55,65,75,75,0,0,0,0,0,0,15,70,80,85,85,85,90,95,90,90,90,90,90,90,85,85,85,85,85,85,85,85,80,80,80,80,80,80,70,70,70,70,70,70,0,0,0,0
インディージョーンズ,25,30,55,55,60,60,70,70,80,80,70,60,60,50,50,0,55,55,55,55,65,65,65,60,55,45,55,55,60,50,55,55,55,55,55,55,50,50,50,50,40,40,40,40,40,40,0,0
レイジングスピリッツ,5,10,25,40,45,50,60,60,60,50,60,60,50,50,35,40,50,50,50,50,60,60,60,45,50,50,55,50,50,40,45,45,45,45,45,45,60,60,55,55,40,35,40,40,45,45,0,0
マジックランプシアター,0,0,0,0,15,25,30,40,20,35,40,25,35,40,25,35,50,45,40,20,30,45,45,45,35,45,50,40,45,40,40,40,40,40,40,30,20,35,40,40,15,30,20,0,0,0,0,0
タートルトーク,0,0,0,0,5,35,35,40,55,40,40,40,30,30,45,45,30,30,35,35,35,35,45,40,40,50,45,45,40,35,45,35,50,50,45,50,35,30,30,30,45,35,30,30,45,35,30,0
