,0,15,30,45,60,75,90,105,120,135,150,165,180,195,210,225,240,255,270,285,300,315,330,345,360,375,390,405,420,435,450,465,480,495,510,525,540,555,570,585,600,615,630,645,660,675,690,705
ソアリン,0,80,0,130,115,110,105,95,85,85,85,100,110,115,100,0,90,85,90,90,100,95,90,80,80,90,90,85,85,85,85,85,100,115,110,110,75,75,70,80,70,70,60,60,50,50,0,0
トイストーリーマニア,0,70,0,75,80,80,65,65,60,65,65,65,75,70,65,0,60,60,60,70,70,55,55,55,55,80,80,70,60,55,65,60,65,85,85,65,65,65,70,50,50,45,40,40,40,40,30,0
タワーオブテラー,0,40,0,45,45,40,45,45,50,50,50,40,50,50,50,0,40,40,50,55,60,60,45,40,40,55,55,55,80,90,90,100,100,40,40,45,55,55,45,45,45,45,50,50,25,20,30,0
センターオブジアース,0,30,0,60,60,55,50,50,45,50,55,50,55,55,65,0,50,50,50,50,55,0,0,0,0,0,15,40,75,75,75,70,70,65,65,65,65,65,50,50,50,45,40,40,30,25,20,0
インディージョーンズ,0,5,0,25,40,40,35,30,35,35,35,35,35,35,35,0,40,40,35,35,35,35,40,40,40,35,35,35,30,30,25,25,25,30,30,30,35,30,25,20,20,20,10,5,5,5,5,5
レイジングスピリッツ,0,10,0,10,20,30,25,25,25,25,20,25,30,30,25,0,30,30,25,25,25,25,30,30,35,35,30,30,25,20,20,20,20,20,25,30,25,25,25,20,15,15,15,10,5,5,5,5
マジックランプシアター,0,0,0,0,0,15,20,25,25,15,15,15,25,25,25,0,15,15,20,25,25,15,15,20,20,30,30,30,15,15,25,15,15,20,20,20,25,25,25,15,15,25,20,25,25,15,20,0
タートルトーク,0,15,0,20,20,20,20,15,15,15,15,15,15,15,20,0,20,20,20,25,15,15,15,15,20,20,20,30,25,20,20,20,20,20,20,15,15,30,15,15,15,15,15,20,20,15,20,20
