,0,15,30,45,60,75,90,105,120,135,150,165,180,195,210,225,240,255,270,285,300,315,330,345,360,375,390,405,420,435,450,465,480,495,510,525,540,555,570,585,600,615,630,645,660,675,690,705
ソアリン,0,150,145,155,150,155,140,130,120,120,110,110,110,110,120,125,125,130,125,125,0,130,130,120,110,110,120,130,120,115,110,110,120,140,150,160,150,140,130,120,120,110,90,90,0,0,0,0
トイストーリーマニア,0,140,150,150,135,90,90,105,105,105,105,95,95,110,120,125,120,120,90,90,0,120,120,120,0,60,120,120,110,110,110,100,100,100,120,125,120,120,120,110,100,90,70,65,65,0,0,0
タワーオブテラー,0,45,65,70,70,60,75,80,80,75,65,65,75,75,75,75,75,70,70,75,0,70,70,65,65,65,70,70,60,55,70,70,70,70,75,75,70,70,70,60,60,45,55,50,45,40,35,0
センターオブジアース,0,55,75,85,80,80,75,65,70,75,80,80,80,80,80,85,85,85,80,85,0,85,80,75,70,85,75,75,80,75,75,65,60,75,75,75,60,65,75,75,70,60,50,45,40,30,35,0
インディージョーンズ,0,25,40,55,55,55,55,55,55,60,55,50,50,55,60,55,55,55,60,60,0,60,55,55,55,50,50,45,45,45,45,50,50,45,50,45,45,50,45,50,40,30,25,25,25,20,10,15
レイジングスピリッツ,0,15,20,40,40,50,50,45,50,45,40,45,45,50,50,40,45,45,40,40,0,35,40,40,45,45,45,40,40,40,35,35,35,35,35,50,40,35,40,40,40,25,25,25,25,15,10,15
マジックランプシアター,0,0,0,0,0,20,20,25,25,15,15,15,20,20,25,25,30,35,40,25,0,30,35,35,25,20,25,35,30,30,25,25,25,15,15,25,20,25,25,20,15,15,20,25,15,15,15,0
タートルトーク,0,20,15,20,35,35,20,30,30,30,35,20,20,30,30,30,30,35,35,35,0,35,40,35,45,35,35,40,40,20,35,35,35,35,40,40,20,40,35,35,20,20,20,15,15,15,15,20
