,0,15,30,45,60,75,90,105,120,135,150,165,180,195,210,225,240,255,270,285,300,315,330,345,360,375,390,405,420,435,450,465,480,495,510,525,540,555,570,585,600,615,630,645,660,675,690,705
ソアリン,0,200,100,85,85,90,75,85,85,85,80,80,75,75,80,70,70,75,75,80,80,80,70,70,70,70,80,85,85,100,100,90,80,90,90,90,90,80,85,85,85,85,75,65,55,30,30,0
トイストーリーマニア,0,120,130,135,120,100,40,40,60,80,85,85,75,70,70,45,65,70,70,70,70,75,65,65,0,0,0,0,0,0,60,75,70,70,60,60,75,70,70,65,65,60,45,45,30,25,30,0
タワーオブテラー,0,35,65,65,65,65,65,65,65,60,50,45,35,40,45,55,50,50,40,40,40,40,40,40,40,45,45,45,50,50,120,105,70,50,50,35,25,45,45,50,40,30,45,35,30,30,20,0
センターオブジアース,0,60,65,70,65,60,55,60,60,60,50,50,45,50,0,0,0,0,0,15,50,60,65,65,55,50,50,60,60,60,55,45,45,60,55,50,50,50,45,35,40,40,30,20,20,20,15,20
インディージョーンズ,0,20,35,45,50,45,35,35,35,40,35,35,30,35,35,35,40,40,35,25,25,25,25,25,30,30,35,35,35,25,25,40,40,25,20,20,25,15,10,20,20,10,10,5,5,5,5,5
レイジングスピリッツ,0,10,20,30,30,30,30,30,30,35,30,30,20,20,20,25,30,30,25,25,20,20,20,25,25,20,20,15,25,25,25,20,20,25,20,20,15,20,15,15,15,10,10,5,5,5,5,5
マジックランプシアター,0,0,0,0,0,15,20,15,25,15,15,20,20,20,25,20,15,15,15,25,25,15,15,15,20,25,25,15,15,20,20,25,25,15,15,15,25,25,25,15,15,25,20,25,25,15,15,0
タートルトーク,0,20,20,20,30,20,30,30,20,20,20,20,15,25,20,15,20,15,30,20,20,20,25,25,15,30,30,20,30,20,15,15,15,15,20,20,20,20,20,20,20,20,15,15,15,15,15,20
