,0,15,30,45,60,75,90,105,120,135,150,165,180,195,210,225,240,255,270,285,300,315,330,345,360,375,390,405,420,435,450,465,480,495,510,525,540,555,570,585,600,615,630,645,660,675,690,705
ソアリン,180,190,190,180,170,170,150,140,130,130,130,120,130,130,140,140,140,130,130,120,130,130,130,140,140,140,140,140,130,140,140,140,140,140,145,145,160,155,145,140,135,130,0,0,0,0,0,0
トイストーリーマニア,150,160,160,150,150,140,140,130,120,110,100,100,95,110,110,115,95,100,110,100,100,110,130,125,120,100,100,100,100,100,100,115,110,110,115,105,110,110,95,95,95,95,95,85,0,0,0,0
タワーオブテラー,130,140,130,130,130,130,120,110,100,110,110,110,80,80,90,90,90,80,100,100,100,100,90,90,90,100,100,100,110,100,100,100,100,100,100,100,110,90,100,100,100,100,100,0,0,0,0,0
センターオブジアース,70,75,75,80,80,80,80,80,80,80,80,80,75,75,75,75,75,75,70,75,75,75,75,75,75,75,80,80,75,70,70,70,60,60,65,65,70,70,70,65,60,60,60,60,60,60,0,0
インディージョーンズ,30,45,50,55,55,55,60,60,60,55,55,55,60,60,60,55,55,50,50,50,55,65,65,60,60,50,55,50,50,50,50,50,50,50,50,50,50,50,50,45,45,45,45,45,40,35,25,0
レイジングスピリッツ,15,10,40,60,60,50,50,50,50,50,50,50,50,45,45,45,50,50,50,45,45,45,45,55,55,50,50,50,50,45,45,45,45,40,40,40,45,50,40,45,45,40,40,40,40,30,0,0
マジックランプシアター,0,0,0,0,5,5,5,5,25,30,30,20,20,40,15,30,30,35,20,25,30,30,30,35,20,25,25,30,20,20,25,40,35,25,20,15,30,15,20,25,25,15,20,20,0,0,0,0
タートルトーク,0,0,0,0,20,20,30,35,35,35,35,40,40,40,30,30,30,30,30,40,35,35,50,45,45,35,40,35,35,45,50,45,35,30,30,30,45,35,45,30,25,20,35,35,30,30,20,0
