,0,15,30,45,60,75,90,105,120,135,150,165,180,195,210,225,240,255,270,285,300,315,330,345,360,375,390,405,420,435,450,465,480,495,510,525,540,555,570,585,600,615,630,645,660,675,690,705
ソアリン,135,140,160,160,155,155,150,150,150,130,110,110,105,105,100,100,110,110,115,115,120,110,110,95,105,105,120,120,120,120,120,115,115,115,95,120,130,120,115,110,105,95,80,75,65,55,0,0
トイストーリーマニア,140,150,145,140,140,140,130,120,100,90,90,90,85,95,110,100,105,105,105,105,110,110,100,100,100,95,105,110,110,105,100,100,100,85,80,90,110,100,100,100,85,80,75,65,60,50,45,0
タワーオブテラー,40,55,80,80,80,65,60,70,70,70,70,75,65,55,50,50,45,50,75,70,70,60,60,65,60,65,75,80,95,95,85,75,80,65,60,60,70,75,65,60,60,45,45,45,30,25,35,0
センターオブジアース,65,70,75,80,85,100,105,90,80,75,85,90,80,90,105,95,95,80,70,90,90,80,80,80,80,85,100,100,100,85,75,80,75,80,85,85,70,60,55,65,65,50,45,45,40,40,35,35
インディージョーンズ,10,10,45,75,70,65,65,65,65,65,60,65,70,70,65,70,80,90,85,85,85,100,105,100,95,90,85,80,80,85,95,95,95,75,75,75,75,75,70,70,60,40,40,40,40,25,5,10
レイジングスピリッツ,10,10,25,45,60,70,70,55,50,45,45,45,45,45,45,45,70,50,50,55,55,50,50,50,50,50,45,55,55,55,55,55,55,50,40,50,50,50,50,45,45,45,40,40,10,5,10,15
マジックランプシアター,0,0,0,0,5,35,35,25,35,30,30,35,35,40,30,30,50,55,35,25,30,30,30,40,40,25,35,35,30,35,40,25,35,40,40,35,25,35,25,15,30,20,20,25,15,15,15,0
タートルトーク,5,20,20,20,50,50,50,50,30,50,30,40,40,50,50,35,35,50,50,55,55,50,45,35,55,40,40,40,40,35,25,45,50,55,55,40,35,15,35,35,35,15,15,15,15,15,15,20
