,0,15,30,45,60,75,90,105,120,135,150,165,180,195,210,225,240,255,270,285,300,315,330,345,360,375,390,405,420,435,450,465,480,495,510,525,540,555,570,585,600,615,630,645,660,675,690,705
ソアリン,120,130,130,150,140,130,105,95,95,95,95,105,105,100,80,85,85,85,85,80,90,90,95,95,95,95,95,95,95,85,90,90,100,95,95,100,110,100,95,100,100,90,85,75,0,0,0,0
トイストーリーマニア,110,120,120,110,95,85,80,80,85,85,70,65,65,65,65,70,75,75,70,60,65,70,70,75,90,90,70,65,65,65,65,65,75,70,75,75,75,80,80,75,70,65,55,45,45,35,0,0
タワーオブテラー,50,55,70,75,75,70,70,65,60,50,45,50,55,55,50,60,55,55,50,50,50,50,50,60,55,55,55,55,45,45,50,55,55,50,50,45,50,55,60,65,65,55,55,40,40,40,40,0
センターオブジアース,55,60,70,80,80,80,70,70,70,60,60,70,70,70,65,65,60,60,60,65,70,70,65,60,70,65,65,65,65,65,60,50,50,60,60,55,50,50,55,55,45,40,40,40,40,30,25,0
インディージョーンズ,10,15,45,75,80,60,60,60,45,45,50,55,50,50,40,35,45,50,50,50,45,45,45,40,50,55,55,55,55,45,35,35,40,40,50,55,60,50,35,35,45,40,30,15,0,0,0,0
レイジングスピリッツ,5,15,40,55,60,45,45,45,50,50,50,50,35,40,50,50,45,45,45,40,40,50,50,50,50,50,40,45,50,50,50,50,45,40,45,45,45,50,50,50,45,30,25,30,25,35,20,20
マジックランプシアター,0,0,0,0,25,20,25,20,25,25,30,35,25,20,25,30,30,20,20,20,30,25,30,30,20,25,35,20,35,35,20,25,25,25,15,25,20,25,20,15,15,15,25,25,15,15,15,0
タートルトーク,15,15,15,35,35,40,50,30,30,35,20,15,20,30,30,30,30,30,40,35,20,35,35,40,40,20,20,35,20,35,35,35,35,35,35,20,30,40,20,25,15,15,15,15,15,10,15,15
