,0,15,30,45,60,75,90,105,120,135,150,165,180,195,210,225,240,255,270,285,300,315,330,345,360,375,390,405,420,435,450,465,480,495,510,525,540,555,570,585,600,615,630,645,660,675,690,705
ソアリン,0,110,120,110,120,100,85,80,80,80,90,85,85,85,90,90,90,85,80,85,80,85,85,75,80,80,75,75,75,80,75,70,70,75,75,75,70,70,70,70,65,50,45,45,45,35,0,0
トイストーリーマニア,0,35,50,70,0,0,50,45,55,60,60,60,60,55,55,55,60,55,55,55,50,45,50,50,50,55,55,60,55,50,50,50,55,65,60,65,60,60,55,55,45,45,40,40,35,30,0,0
タワーオブテラー,0,60,60,50,40,45,40,30,45,40,40,40,45,45,50,40,35,35,40,50,45,40,40,30,40,40,40,40,35,35,40,40,40,40,45,40,40,40,40,35,30,30,35,30,20,20,25,0
センターオブジアース,0,45,50,50,45,50,55,55,55,55,50,45,45,50,60,45,45,45,45,50,50,50,55,55,50,50,50,45,50,40,45,45,45,45,40,35,45,40,40,30,35,35,30,25,20,15,15,25
インディージョーンズ,0,5,20,25,45,40,35,35,30,35,30,35,35,35,35,40,40,35,40,35,35,30,35,40,35,35,35,35,35,35,30,25,25,20,25,25,20,20,15,15,20,10,5,5,5,5,5,5
レイジングスピリッツ,0,10,10,15,20,30,30,25,25,20,25,20,25,30,30,30,35,30,20,25,30,30,30,30,25,30,30,25,30,30,25,25,20,20,25,25,25,20,20,20,20,15,10,5,5,5,5,5
マジックランプシアター,0,0,0,0,0,15,20,25,25,15,15,20,20,25,25,15,15,20,20,25,25,15,15,20,20,25,25,25,15,15,15,25,25,15,15,15,20,25,25,15,20,20,25,25,25,15,15,0
タートルトーク,0,20,20,20,20,20,20,15,20,15,15,20,15,20,20,20,20,20,15,15,20,20,15,20,20,20,15,15,15,20,20,20,20,20,20,15,15,15,20,20,20,20,15,15,15,15,15,15
