,0,15,30,45,60,75,90,105,120,135,150,165,180,195,210,225,240,255,270,285,300,315,330,345,360,375,390,405,420,435,450,465,480,495,510,525,540,555,570,585,600,615,630,645,660,675,690,705
ソアリン,90,90,95,85,80,60,60,60,55,50,60,60,60,60,55,50,55,60,60,50,50,55,60,55,50,55,55,55,55,50,50,50,50,60,60,60,60,60,60,60,60,60,60,65,65,0,0,0
トイストーリーマニア,90,100,90,90,80,75,60,55,35,40,50,45,45,50,50,45,55,55,55,55,50,40,45,60,65,60,60,40,30,55,60,55,50,50,50,60,60,55,55,55,45,40,40,55,55,50,50,0
タワーオブテラー,60,80,80,80,90,80,55,45,35,30,40,50,50,50,45,45,45,55,50,50,50,55,65,75,55,45,40,40,45,50,55,45,45,45,45,50,55,45,50,40,40,45,55,60,65,0,0,0
センターオブジアース,40,40,35,40,35,35,35,35,35,40,30,30,30,25,25,25,25,20,20,20,30,20,15,20,30,30,25,15,10,15,20,15,15,15,15,15,15,15,20,20,20,15,10,10,15,15,15,15
インディージョーンズ,5,30,20,25,35,35,30,25,25,25,25,20,10,10,10,20,20,20,15,15,10,15,30,30,20,20,20,10,10,10,10,10,5,5,5,15,20,20,15,15,15,15,20,15,15,15,10,5
レイジングスピリッツ,5,5,5,25,30,25,25,25,25,25,15,15,15,20,15,15,15,15,15,10,10,15,20,25,20,15,10,15,15,15,15,10,5,10,10,15,15,20,20,15,15,10,10,5,5,5,5,5
マジックランプシアター,0,0,0,0,30,20,25,15,25,30,15,25,30,20,30,30,20,30,30,20,30,15,20,30,20,25,30,15,30,30,15,25,30,15,25,30,20,30,15,20,25,15,15,0,0,0,0,0
タートルトーク,0,0,0,0,15,20,20,20,20,20,20,15,15,15,20,15,15,20,20,15,20,20,25,30,30,15,20,15,30,15,30,20,20,20,15,30,15,15,15,15,15,20,20,20,20,15,15,20
