,0,15,30,45,60,75,90,105,120,135,150,165,180,195,210,225,240,255,270,285,300,315,330,345,360,375,390,405,420,435,450,465,480,495,510,525,540,555,570,585,600,615,630,645,660,675,690,705
ソアリン,160,160,150,150,150,140,130,120,120,100,100,90,110,120,120,110,100,100,100,100,100,100,100,100,100,100,100,100,110,110,95,90,90,100,105,105,120,130,120,110,100,90,90,90,0,0,0,0
トイストーリーマニア,120,120,130,120,120,100,100,90,80,80,70,65,70,70,70,70,70,70,70,70,60,60,60,75,75,75,70,70,65,65,90,85,85,80,80,75,85,80,70,70,80,80,85,85,65,0,0,0
タワーオブテラー,90,100,90,100,100,100,90,80,70,70,65,65,70,70,75,80,75,60,60,65,70,65,65,65,65,65,65,65,60,60,70,75,80,75,65,70,80,80,80,80,75,80,90,90,0,0,0,0
センターオブジアース,55,65,65,60,60,60,55,50,50,45,50,55,55,50,40,45,55,55,50,45,45,45,40,40,45,45,40,45,45,0,0,0,0,0,0,0,0,15,40,60,60,60,55,45,40,40,40,0
インディージョーンズ,25,35,50,50,50,45,45,45,45,45,40,40,35,35,40,40,40,40,40,40,35,50,45,45,35,35,40,35,35,35,40,45,40,35,30,30,30,35,35,30,25,20,20,20,20,20,10,5
レイジングスピリッツ,5,5,30,40,40,40,35,35,30,30,30,30,30,30,35,30,30,30,25,25,30,30,30,35,30,30,30,30,30,30,35,35,35,35,35,30,30,35,35,25,25,25,30,25,25,25,15,10
マジックランプシアター,0,0,0,0,30,15,20,20,25,15,15,15,25,20,15,15,15,20,20,25,25,15,20,20,15,30,30,15,15,20,25,15,35,20,20,25,15,15,20,25,25,15,20,20,0,0,0,0
タートルトーク,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
