,0,15,30,45,60,75,90,105,120,135,150,165,180,195,210,225,240,255,270,285,300,315,330,345,360,375,390,405,420,435,450,465,480,495,510,525,540,555,570,585,600,615,630,645,660,675,690,705
ソアリン,80,80,75,65,65,70,70,60,65,55,55,55,60,60,60,60,60,45,50,65,65,45,55,60,55,50,50,50,50,50,55,55,55,55,55,55,55,50,50,60,60,65,60,60,60,0,0,0
トイストーリーマニア,70,75,65,65,65,55,45,45,45,45,55,55,50,45,45,45,50,60,60,50,50,50,50,50,40,40,40,45,50,50,35,35,45,55,60,60,60,55,55,40,40,55,50,45,50,50,0,0
タワーオブテラー,50,60,60,60,55,55,55,55,50,55,55,40,45,55,55,55,50,50,50,35,40,45,50,50,40,40,40,35,35,40,45,45,45,45,45,45,45,45,40,40,35,40,45,50,55,50,0,0
センターオブジアース,35,45,35,35,45,45,40,40,40,35,35,35,30,40,30,30,30,30,30,30,30,30,20,20,25,30,30,25,20,15,15,20,20,20,20,20,15,15,15,15,15,20,20,20,20,15,15,15
インディージョーンズ,20,20,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,25,40,30,30,45,45,45,40,40,35,35,30,30,30,25,25,20,20,40,30,30,30,25,20,20,15,10,10,5,5,5
レイジングスピリッツ,5,5,15,35,30,20,25,25,25,25,20,25,30,30,25,30,30,15,20,20,20,20,20,20,25,25,15,25,20,15,10,5,10,10,10,10,10,15,20,20,20,5,5,10,10,10,5,0
マジックランプシアター,0,0,0,0,5,25,30,15,25,30,15,25,30,15,25,15,15,25,20,25,25,20,15,30,30,20,30,15,25,30,30,25,30,15,25,30,20,30,15,20,25,15,20,0,0,0,0,0
タートルトーク,0,0,0,0,5,15,20,20,20,20,15,15,15,15,15,15,20,20,20,20,15,15,20,15,30,20,20,20,20,15,35,20,15,15,20,35,20,20,20,15,15,15,15,15,15,20,20,10
