,0,15,30,45,60,75,90,105,120,135,150,165,180,195,210,225,240,255,270,285,300,315,330,345,360,375,390,405,420,435,450,465,480,495,510,525,540,555,570,585,600,615,630,645,660,675,690,705
ソアリン,130,140,130,110,100,100,90,0,0,40,90,110,100,110,90,85,85,85,80,75,80,80,85,80,80,70,80,80,75,65,75,80,80,80,75,75,70,75,80,80,85,80,70,70,0,0,0,0
トイストーリーマニア,110,120,110,100,100,100,90,0,40,50,65,70,70,70,70,80,70,70,70,60,60,80,75,70,70,70,70,65,70,65,65,65,65,65,65,65,70,75,75,70,70,70,70,70,0,0,0,0
タワーオブテラー,90,90,90,80,80,80,80,80,60,50,40,40,40,40,60,60,60,60,50,50,40,50,60,60,55,60,60,50,45,45,55,50,50,50,50,45,50,55,50,50,45,55,60,65,0,0,0,0
センターオブジアース,45,50,45,40,40,50,50,50,40,40,40,40,45,45,40,40,35,35,45,40,35,35,35,35,35,35,35,35,35,35,35,25,25,30,30,30,30,30,30,25,25,25,25,20,20,25,25,30
インディージョーンズ,5,20,35,40,40,35,35,35,35,35,35,30,30,30,30,30,30,35,35,30,30,35,45,45,45,30,25,25,25,25,25,20,20,10,20,25,25,35,25,25,25,15,5,5,10,15,5,5
レイジングスピリッツ,5,5,10,30,30,30,15,20,15,15,15,20,20,25,30,30,30,25,25,30,30,30,30,25,30,30,25,25,25,25,25,25,25,25,20,30,30,25,25,30,30,30,20,15,10,20,15,0
マジックランプシアター,0,0,0,0,15,30,30,20,20,30,20,30,30,20,20,30,20,30,35,25,25,35,40,30,35,20,30,20,20,30,15,25,30,15,25,25,20,25,30,25,30,30,15,0,0,0,0,0
タートルトーク,0,0,0,0,15,20,20,20,30,30,20,20,20,20,30,20,35,35,30,30,20,30,35,35,35,35,20,20,20,25,30,25,25,30,20,35,30,20,30,20,20,15,15,15,15,15,15,15
