,0,15,30,45,60,75,90,105,120,135,150,165,180,195,210,225,240,255,270,285,300,315,330,345,360,375,390,405,420,435,450,465,480,495,510,525,540,555,570,585,600,615,630,645,660,675,690,705
ソアリン,150,150,135,135,115,115,100,100,100,100,110,100,90,90,90,110,110,110,90,90,80,90,100,110,110,80,80,100,100,90,90,90,90,90,90,100,120,120,100,90,90,90,80,0,0,0,0,0
トイストーリーマニア,105,110,125,115,115,110,70,70,60,60,80,80,80,80,70,60,70,70,70,70,70,80,80,60,60,80,80,80,80,80,70,60,50,80,70,70,90,80,70,65,70,75,75,80,0,0,0,0
タワーオブテラー,110,120,110,100,100,100,90,80,60,60,60,70,70,80,80,70,80,80,55,55,60,65,70,70,70,70,65,70,70,65,70,75,70,65,65,75,75,75,75,70,75,75,80,80,0,0,0,0
センターオブジアース,0,0,0,50,55,60,65,65,55,50,45,45,50,55,55,55,45,45,45,50,50,45,45,45,45,45,45,45,40,35,40,45,45,40,45,45,50,45,40,35,35,40,40,40,40,40,40,0
インディージョーンズ,45,50,50,50,45,45,40,40,45,45,40,40,35,35,40,40,40,35,40,35,35,45,40,40,35,35,35,35,35,35,35,35,30,30,25,25,35,35,30,30,20,20,20,25,20,20,20,15
レイジングスピリッツ,5,15,40,40,40,40,40,35,40,40,35,35,35,30,30,35,35,30,30,30,35,30,30,35,35,35,30,30,30,30,30,30,30,25,30,30,30,30,30,30,35,30,20,25,25,30,0,0
マジックランプシアター,0,0,0,0,10,25,15,25,25,15,15,15,25,25,20,15,15,20,20,25,25,20,15,20,20,20,30,15,15,20,25,20,30,20,30,25,15,15,25,25,25,15,15,20,0,0,0,0
タートルトーク,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
