,0,15,30,45,60,75,90,105,120,135,150,165,180,195,210,225,240,255,270,285,300,315,330,345,360,375,390,405,420,435,450,465,480,495,510,525,540,555,570,585,600,615,630,645,660,675,690,705
ソアリン,0,100,100,110,110,100,70,70,80,80,80,80,80,90,95,90,80,80,80,80,80,80,80,80,80,90,90,90,95,95,85,80,90,105,110,110,100,100,95,95,95,85,65,55,55,45,0,0
トイストーリーマニア,0,70,80,70,60,60,55,55,55,55,50,40,60,60,60,60,60,60,45,50,50,55,60,60,55,50,60,60,65,65,45,50,65,80,75,65,65,65,60,55,55,55,50,45,45,35,30,0
タワーオブテラー,0,40,45,50,50,50,50,50,50,45,45,45,40,40,45,50,50,50,50,50,45,45,40,50,55,55,50,40,65,65,35,35,70,70,75,50,40,55,55,50,50,45,30,35,35,35,30,0
センターオブジアース,0,45,55,60,55,55,55,50,60,50,50,55,60,60,55,55,50,50,55,55,55,50,50,50,50,50,45,45,65,60,55,50,50,50,55,50,50,45,45,50,45,45,35,35,25,25,20,0
インディージョーンズ,0,10,25,40,40,45,40,40,35,35,35,40,40,40,35,35,35,35,35,45,45,40,40,35,40,40,40,35,30,40,35,35,25,25,30,35,30,30,25,20,20,20,15,5,5,5,5,5
レイジングスピリッツ,0,10,20,25,35,35,30,25,30,30,35,35,25,25,35,35,35,35,35,25,30,35,35,40,35,35,30,30,25,30,30,25,25,20,30,35,35,30,25,25,25,25,15,15,10,10,10,5
マジックランプシアター,0,0,0,0,0,15,20,20,25,15,15,20,25,25,15,15,15,20,15,25,25,30,20,20,20,25,25,15,15,25,20,25,15,20,25,20,20,25,15,15,15,20,25,25,15,25,15,0
タートルトーク,0,20,20,20,20,20,20,20,15,20,15,20,20,20,20,15,25,15,30,20,20,15,20,20,30,30,30,30,20,15,20,15,30,15,15,20,15,20,20,15,15,15,15,20,15,20,20,20
