,0,15,30,45,60,75,90,105,120,135,150,165,180,195,210,225,240,255,270,285,300,315,330,345,360,375,390,405,420,435,450,465,480,495,510,525,540,555,570,585,600,615,630,645,660,675,690,705
ソアリン,160,150,150,140,140,160,150,130,120,120,120,110,110,110,100,90,90,90,90,105,95,85,100,100,100,100,100,100,100,85,90,90,100,100,95,110,115,115,115,110,105,90,90,0,0,0,0,0
トイストーリーマニア,130,130,140,130,120,120,100,90,80,70,70,65,80,90,90,80,80,80,80,65,65,80,85,85,75,80,80,80,75,75,75,75,75,75,75,70,90,90,85,70,70,70,80,80,0,0,0,0
タワーオブテラー,110,100,100,100,110,110,100,100,80,70,70,65,60,50,50,60,60,55,65,70,65,55,70,75,70,70,60,65,65,65,70,70,70,65,65,65,65,70,70,70,70,65,65,65,0,0,0,0
センターオブジアース,60,65,70,70,70,70,65,65,65,60,55,55,50,45,50,50,55,55,50,45,45,45,50,50,55,55,50,45,45,40,45,45,45,40,40,40,45,45,45,40,35,40,45,40,30,30,30,20
インディージョーンズ,30,35,45,50,55,50,45,45,45,45,45,40,40,40,40,40,40,35,35,35,40,45,40,40,35,35,40,40,35,35,35,35,35,35,35,30,25,30,30,30,25,25,20,20,5,10,10,5
レイジングスピリッツ,5,5,15,40,40,40,40,35,35,35,35,35,35,35,35,30,30,30,30,30,30,35,35,30,30,30,30,35,30,30,30,30,30,30,25,25,25,25,30,30,25,25,25,25,20,20,20,0
マジックランプシアター,0,0,0,0,5,20,20,30,20,15,15,15,25,20,20,15,15,15,20,25,25,15,25,25,15,25,30,30,15,20,25,45,35,30,20,25,20,15,20,25,25,15,15,25,0,0,0,0
タートルトーク,0,0,0,0,5,30,30,30,20,30,15,20,15,15,15,20,20,20,20,30,30,30,30,35,35,35,30,30,20,25,40,30,30,30,30,20,30,35,20,20,20,20,30,15,15,20,15,25
