,0,15,30,45,60,75,90,105,120,135,150,165,180,195,210,225,240,255,270,285,300,315,330,345,360,375,390,405,420,435,450,465,480,495,510,525,540,555,570,585,600,615,630,645,660,675,690,705
ソアリン,140,140,140,130,130,125,100,90,90,85,100,100,100,90,95,100,100,100,95,95,95,95,90,90,85,85,95,95,90,90,95,95,85,85,90,85,90,95,95,90,90,95,90,0,0,0,0,0
トイストーリーマニア,120,120,110,100,80,80,90,80,75,65,65,65,60,70,65,60,70,70,65,65,65,70,70,70,70,70,70,70,65,65,70,65,60,55,55,70,75,75,70,60,55,60,65,65,0,0,0,0
タワーオブテラー,100,110,100,100,90,90,80,65,65,65,65,65,50,50,50,50,55,60,60,60,60,65,70,70,60,60,60,65,65,60,70,70,55,50,45,50,70,65,65,55,55,55,60,60,0,0,0,0
センターオブジアース,5,60,65,65,60,55,50,50,50,50,45,45,50,45,45,40,45,50,50,40,40,40,35,40,40,40,40,45,35,35,35,40,35,35,30,30,35,35,35,35,35,30,25,25,25,25,30,0
インディージョーンズ,25,30,35,45,50,45,35,30,40,40,40,35,30,30,35,35,35,35,25,25,30,45,40,40,30,30,25,25,30,30,30,25,25,20,20,20,20,20,20,20,15,15,10,10,10,5,5,10
レイジングスピリッツ,5,5,25,35,40,35,35,30,25,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,35,35,35,30,30,25,25,25,25,25,25,25,20,20,20,20,15,0
マジックランプシアター,0,0,0,0,25,20,20,20,25,15,20,15,20,25,15,15,15,15,15,20,25,15,15,15,20,25,15,15,15,15,25,15,35,20,25,25,15,15,15,25,25,20,15,25,0,0,0,0
タートルトーク,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
