,0,15,30,45,60,75,90,105,120,135,150,165,180,195,210,225,240,255,270,285,300,315,330,345,360,375,390,405,420,435,450,465,480,495,510,525,540,555,570,585,600,615,630,645,660,675,690,705
ソアリン,160,160,160,140,140,110,100,100,95,75,75,85,100,100,100,100,100,90,85,85,85,75,70,75,80,90,90,90,85,80,75,70,75,80,80,80,80,80,75,75,75,75,70,70,0,0,0,0
トイストーリーマニア,95,95,110,100,90,95,90,70,65,65,60,55,45,65,70,70,65,65,60,60,60,70,70,70,70,65,65,60,60,50,65,75,80,70,60,70,60,70,70,65,65,55,60,60,55,0,0,0
タワーオブテラー,5,120,110,110,90,80,70,70,60,60,60,55,50,40,40,50,60,60,55,50,50,60,70,60,50,45,45,45,55,50,65,65,40,40,45,55,65,65,60,60,60,70,75,60,60,0,0,0
センターオブジアース,50,55,60,55,50,50,45,45,45,45,40,35,35,40,45,40,40,35,30,0,0,0,0,0,0,0,10,30,50,40,40,40,45,40,40,40,40,40,35,40,40,35,35,35,35,30,25,20
インディージョーンズ,25,25,35,35,35,40,40,40,35,35,35,30,25,30,30,30,25,25,25,30,30,45,40,35,25,30,30,25,25,25,25,25,25,20,20,20,15,20,20,15,10,10,10,10,5,5,5,5
レイジングスピリッツ,5,5,25,30,35,35,30,30,30,35,25,25,25,25,25,30,35,20,25,25,30,30,30,30,30,25,30,25,30,30,25,25,25,25,20,25,25,25,25,25,25,20,20,15,20,15,10,5
マジックランプシアター,0,0,0,0,15,15,25,25,20,15,15,15,20,20,20,15,15,25,20,25,25,15,15,20,20,25,25,15,20,20,25,15,30,20,25,25,20,20,20,25,25,15,15,20,0,0,0,0
タートルトーク,0,0,0,0,15,15,15,20,20,20,20,20,20,20,20,20,20,30,25,15,25,20,35,20,30,20,35,20,30,20,30,30,30,30,20,25,20,30,20,15,15,15,15,20,15,20,20,25
