,0,15,30,45,60,75,90,105,120,135,150,165,180,195,210,225,240,255,270,285,300,315,330,345,360,375,390,405,420,435,450,465,480,495,510,525,540,555,570,585,600,615,630,645,660,675,690,705
ソアリン,0,130,140,140,140,140,120,110,85,85,90,90,95,100,110,100,90,90,80,100,100,110,85,85,85,100,110,100,90,85,100,105,105,110,100,90,85,85,100,100,85,75,70,50,45,0,0,0
トイストーリーマニア,0,25,85,90,90,90,90,85,80,80,75,70,65,65,75,75,75,70,70,70,75,75,70,65,70,65,65,65,70,75,80,80,70,70,70,70,60,50,60,55,50,45,40,30,25,35,0,0
タワーオブテラー,0,55,45,35,40,55,55,50,35,40,40,45,45,45,45,40,40,35,45,45,35,30,30,30,35,30,35,35,35,35,35,30,35,40,30,25,25,25,25,25,20,20,15,10,10,20,35,0
センターオブジアース,0,40,50,55,55,55,50,45,0,0,0,0,0,10,30,45,50,50,70,65,75,75,70,70,65,50,55,55,55,55,40,40,40,50,55,50,50,45,35,40,40,35,20,15,15,20,35,20
インディージョーンズ,0,20,30,30,40,40,30,30,35,35,35,35,40,40,35,35,30,30,30,25,30,30,25,25,25,25,30,30,25,15,20,30,25,20,20,20,15,15,15,15,5,5,5,5,5,5,5,5
レイジングスピリッツ,0,15,20,15,10,5,5,5,0,0,0,0,0,0,5,5,15,25,40,30,35,40,35,15,45,45,40,30,25,35,35,30,30,30,35,25,30,30,25,25,15,15,10,5,5,5,5,10
マジックランプシアター,0,0,0,0,0,20,20,25,15,15,15,15,20,20,25,25,15,15,25,25,25,15,15,20,20,15,25,15,15,15,20,25,25,15,15,15,20,25,25,15,30,15,20,15,25,15,15,0
タートルトーク,0,20,20,15,25,35,25,15,30,30,20,25,20,30,20,15,30,20,20,20,25,30,15,20,20,20,20,35,20,15,30,15,40,20,20,15,20,15,15,20,20,15,15,15,20,15,20,15
