,0,15,30,45,60,75,90,105,120,135,150,165,180,195,210,225,240,255,270,285,300,315,330,345,360,375,390,405,420,435,450,465,480,495,510,525,540,555,570,585,600,615,630,645,660,675,690,705
ソアリン,0,105,115,120,110,110,90,80,90,100,100,100,100,75,0,0,0,0,0,0,60,80,100,110,120,110,105,100,95,95,100,110,115,130,130,130,130,130,110,100,100,90,85,80,90,70,0,0
トイストーリーマニア,0,80,100,90,0,0,0,0,0,10,70,70,65,65,65,60,55,60,70,70,70,60,50,50,65,75,70,65,65,60,60,65,70,75,75,75,70,70,0,0,0,0,30,50,50,40,35,0
タワーオブテラー,0,50,55,60,65,65,65,60,60,55,55,50,50,55,55,55,55,50,50,50,50,55,55,55,55,50,45,50,55,55,50,50,50,50,55,55,60,60,60,60,55,40,40,45,40,40,0,0
センターオブジアース,0,50,60,60,65,65,65,60,60,60,60,70,70,70,60,70,70,70,75,70,55,50,55,65,65,70,70,70,60,50,55,50,50,50,60,55,55,55,60,55,50,50,50,40,40,25,20,0
インディージョーンズ,0,15,30,45,45,40,40,40,45,40,40,40,40,35,40,45,40,40,40,40,40,40,40,35,30,40,55,30,35,35,35,35,35,35,35,40,35,30,25,30,25,25,30,20,10,5,5,5
レイジングスピリッツ,0,10,20,35,35,35,35,30,35,35,35,30,35,35,30,30,30,30,30,30,30,30,30,30,30,30,30,40,30,30,25,25,30,35,35,30,30,30,25,30,30,25,25,20,10,10,5,5
マジックランプシアター,0,0,0,0,0,15,25,20,15,25,20,15,20,25,25,15,15,15,20,20,25,15,25,15,20,20,25,15,15,20,20,25,15,15,15,25,25,25,25,15,15,20,20,25,15,15,20,0
タートルトーク,0,20,20,20,20,15,30,15,15,15,15,15,15,20,25,20,20,20,20,30,20,25,30,20,30,20,20,30,30,25,15,20,20,20,15,15,15,20,15,15,15,20,20,20,20,15,20,15
