,0,15,30,45,60,75,90,105,120,135,150,165,180,195,210,225,240,255,270,285,300,315,330,345,360,375,390,405,420,435,450,465,480,495,510,525,540,555,570,585,600,615,630,645,660,675,690,705
ソアリン,130,130,120,120,130,120,100,90,90,85,90,95,95,85,75,85,90,90,80,80,75,65,80,90,75,75,80,80,80,75,70,70,70,80,80,75,80,100,90,80,80,80,80,80,0,0,0,0
トイストーリーマニア,120,120,120,100,95,90,80,80,70,60,60,65,70,65,70,70,80,75,70,65,55,60,70,75,70,70,65,70,65,65,65,60,65,70,65,65,75,75,65,65,65,65,70,70,55,0,0,0
タワーオブテラー,90,100,90,90,90,90,90,80,70,70,70,70,70,70,70,60,70,80,80,75,70,60,60,60,60,60,65,70,65,65,70,60,55,55,60,65,75,75,75,75,75,80,90,70,0,0,0,0
センターオブジアース,45,55,50,55,55,55,50,50,50,45,45,45,45,50,50,50,45,45,45,45,40,40,40,50,50,50,50,45,40,35,40,45,35,35,35,35,40,40,40,35,30,30,35,35,35,30,25,0
インディージョーンズ,10,15,30,45,45,45,40,40,40,35,30,30,30,35,40,40,35,40,30,30,25,45,40,40,25,25,35,35,30,30,30,25,20,20,20,20,25,25,20,20,20,20,15,10,15,10,5,5
レイジングスピリッツ,5,5,30,40,40,40,30,30,35,40,35,35,30,30,25,30,35,30,25,30,35,35,35,35,25,25,30,35,35,35,35,30,30,25,25,25,25,30,30,25,25,30,25,20,20,20,10,5
マジックランプシアター,0,0,0,0,15,20,25,25,25,20,20,20,20,20,15,15,15,15,20,25,25,15,15,15,25,25,30,15,20,20,25,15,30,20,25,25,10,15,25,25,15,15,20,25,0,0,0,0
タートルトーク,0,0,0,0,15,20,20,20,20,25,25,25,20,15,15,20,25,30,30,15,20,20,20,20,20,35,30,30,30,30,35,35,35,30,20,25,35,35,30,20,20,20,20,15,15,20,15,20
